"initialIndex","finalIndex","cv","shapiro","ad","normality","bestDistFit","runs","ljungBox","IQR"
"1","5497","6152","0.0313710429903607","2.04373151027295e-11","8.95705594333065e-16","FALSE","norm","1.44013123803325e-140","0","42"
"2","5499","6153","0.0313239423218044","2.22877710800247e-11","9.84399150458614e-16","FALSE","norm","2.39332743100686e-140","0","42"
"3","5501","6154","0.0312749607488163","2.35303553470032e-11","1.04452103205541e-15","FALSE","norm","3.93141895941869e-140","0","42"
"4","5503","6155","0.0312297812824588","2.46517543693594e-11","1.16013780103199e-15","FALSE","norm","6.46027639379261e-140","0","42"
"5","5505","6156","0.0311889658449945","2.92422862891611e-11","1.45750552090011e-15","FALSE","norm","1.0619606936033e-139","0","42"
"6","5507","6157","0.0311432103649987","3.17524679569258e-11","1.66202622519152e-15","FALSE","norm","1.74631431327262e-139","0","41.5"
"7","5509","6158","0.031095557130762","3.27442921944071e-11","1.8349471046723e-15","FALSE","norm","2.87272540270005e-139","0","40"
"8","5511","6159","0.0310491472911887","3.56687002216773e-11","2.09591641518414e-15","FALSE","norm","9.01845087516914e-141","0","41"
"9","5513","6160","0.031003951624409","4.2216858528242e-11","2.48112997929287e-15","FALSE","norm","1.48492979252727e-140","0","42"
"10","5515","6161","0.0309568776156772","4.91075159568621e-11","2.83877324678704e-15","FALSE","norm","2.4455060899431e-140","0","42"
"11","5517","6162","0.0309107620637745","5.71470974198637e-11","3.27815451428598e-15","FALSE","norm","4.02829304751343e-140","0","42"
"12","5519","6163","0.030859845481554","6.38618841842962e-11","3.49796948822733e-15","FALSE","norm","6.63687291038706e-140","0","42"
"13","5521","6164","0.0308069672446468","6.96802451252944e-11","3.59927722673788e-15","FALSE","norm","1.09669713434334e-139","0","41"
"14","5523","6165","0.030758115906067","7.81494244154243e-11","3.94251155442985e-15","FALSE","norm","1.80686718225049e-139","0","41"
"15","5525","6166","0.0307040966415788","8.24088831122812e-11","3.94131936595591e-15","FALSE","norm","2.97753673447579e-139","0","41"
"16","5527","6167","0.0306480183514717","8.37786280291644e-11","3.78848735105773e-15","FALSE","norm","4.90772390494436e-139","0","41"
"17","5529","6168","0.0305962636875572","9.02070358741332e-11","3.95696450843565e-15","FALSE","norm","8.09088376433162e-139","0","40.25"
"18","5531","6169","0.030536028106155","8.4418571038926e-11","3.52258310413598e-15","FALSE","norm","1.33415235188432e-138","0","40"
"19","5533","6170","0.0304769406018868","7.85022552722556e-11","3.20559515703147e-15","FALSE","norm","1.16046796860941e-136","0","40"
"20","5535","6171","0.0304218803913615","7.33991594664849e-11","3.14730906971199e-15","FALSE","norm","1.91201000809182e-136","0","40"
"21","5537","6172","0.03037134121732","8.18434726653816e-11","3.39593742373268e-15","FALSE","norm","3.15149082954619e-136","0","39"
"22","5539","6173","0.0303187667012683","8.8823903539043e-11","3.52734147953297e-15","FALSE","norm","5.19651634897101e-136","0","39"
"23","5541","6174","0.0302641259914539","9.34731744812841e-11","3.52367961087198e-15","FALSE","norm","8.57196622758608e-136","0","39.75"
"24","5543","6175","0.0302073873759311","9.48979454023033e-11","3.38200854174088e-15","FALSE","norm","7.35159751968353e-134","0","40"
"25","5545","6176","0.0301485182502459","9.22606462693209e-11","3.11546999468425e-15","FALSE","norm","1.20832825854433e-133","0","39.25"
"26","5547","6177","0.0300908216740802","8.99900324817041e-11","2.92880216145383e-15","FALSE","norm","1.98714813353676e-133","0","38"
"27","5549","6178","0.0300305823914702","7.89998368124177e-11","2.60800402846967e-15","FALSE","norm","3.26978803994316e-133","0","38"
"28","5551","6179","0.0299718509691947","7.05174421695094e-11","2.42226621619668e-15","FALSE","norm","5.383379951558e-133","0","38"
"29","5553","6180","0.0299177339821849","7.49200742051898e-11","2.47492662232976e-15","FALSE","norm","3.2944516820666e-136","0","38"
"30","5555","6181","0.0298615506317498","7.70531623435672e-11","2.43281256251396e-15","FALSE","norm","5.43235869839398e-136","0","38"
"31","5557","6182","0.0298032686705064","7.62217834022084e-11","2.29843513930228e-15","FALSE","norm","8.95966527353189e-136","0","37.75"
"32","5559","6183","0.0297457980658493","7.34001341977742e-11","2.19310155553856e-15","FALSE","norm","1.47806683501567e-135","0","37"
"33","5561","6184","0.0296861539264981","6.42478888573962e-11","2.0063995055402e-15","FALSE","norm","2.43891254119517e-135","0","37.25"
"34","5563","6185","0.0296344194716336","6.84014203650284e-11","2.15949162581623e-15","FALSE","norm","4.02530887909282e-135","0","38"
"35","5565","6186","0.0295839628943933","7.54857501869798e-11","2.39611455416929e-15","FALSE","norm","6.63967163244409e-135","0","38"
"36","5567","6187","0.0295280948391756","7.50545429913743e-11","2.39660573466546e-15","FALSE","norm","1.09568091698486e-134","0","38"
"37","5569","6188","0.0294700968080005","6.96766108368728e-11","2.30645776260484e-15","FALSE","norm","1.80852128307853e-134","0","38"
"38","5571","6189","0.0294230580910325","8.10850832652782e-11","2.76484068733446e-15","FALSE","norm","2.9858377617433e-134","0","37.5"
"39","5573","6190","0.0293739896148546","9.21699704700575e-11","3.19496362947539e-15","FALSE","norm","4.93074916439681e-134","0","37"
"40","5575","6191","0.0293228604026801","1.02030013795788e-10","3.55602228089968e-15","FALSE","norm","8.14450774181852e-134","0","37"
"41","5577","6192","0.0292696386021189","1.09570215470542e-10","3.80867419856308e-15","FALSE","norm","1.34562220681161e-133","0","38"
"42","5579","6193","0.0292142914520568","1.13560590567855e-10","3.9217214541254e-15","FALSE","norm","2.22376564107216e-133","0","37.5"
"43","5581","6194","0.0291567852478048","1.12699556076785e-10","3.87818762523262e-15","FALSE","norm","3.67589997367362e-133","0","37"
"44","5583","6195","0.0290969962877051","1.05518660162867e-10","3.69046917938308e-15","FALSE","norm","6.07782839293663e-133","0","37"
"45","5585","6196","0.0290349771296349","9.14801134599352e-11","3.37638068353117e-15","FALSE","norm","1.00518173385567e-132","0","38"
"46","5587","6197","0.0289777719337928","9.05379678500021e-11","3.39051828508915e-15","FALSE","norm","1.66000281026257e-132","0","38"
"47","5589","6198","0.0289183899672058","8.40818057061958e-11","3.26893937479068e-15","FALSE","norm","2.74636707687004e-132","0","38"
"48","5591","6199","0.0288631310653716","7.64350077565625e-11","3.44146285770364e-15","FALSE","norm","4.54488920170175e-132","0","38"
"49","5593","6200","0.0288193000414989","8.90812022998609e-11","4.51253468706805e-15","FALSE","norm","7.5232322676039e-132","0","38"
"50","5595","6201","0.0287769124697411","1.09212834095066e-10","6.15334766764195e-15","FALSE","norm","1.24567184014254e-131","0","37.5"
"51","1630","2285","0.0810942123056016","3.53334018979535e-43","3.7e-24","FALSE","weibull","4.8917901288332e-130","0","33.25"
"52","1632","2286","0.0811387467570822","3.75526496362801e-43","3.7e-24","FALSE","weibull","3.61083229942215e-141","0","33"
"53","1634","2287","0.0811862860285193","4.02024400732731e-43","3.7e-24","FALSE","weibull","5.71973809588009e-141","0","33"
"54","1636","2288","0.0812407946688545","4.3590445946661e-43","3.7e-24","FALSE","weibull","9.06599543200475e-141","0","33"
"55","1638","2289","0.0813027965621747","4.77312801090446e-43","3.7e-24","FALSE","weibull","1.43787288276684e-140","0","33.25"
"56","1640","2290","0.0813555600178592","5.15709945458595e-43","3.7e-24","FALSE","weibull","2.28184628905093e-140","0","33.5"
"57","1642","2291","0.0813970317360138","5.43521356280264e-43","3.7e-24","FALSE","weibull","3.62333554291905e-140","0","33"
"58","1644","2292","0.081439929927823","5.74477348593991e-43","3.7e-24","FALSE","weibull","2.48338913751579e-142","0","33"
"59","1646","2293","0.081482221582519","6.06930802762811e-43","3.7e-24","FALSE","weibull","4.06486477456943e-142","0","33"
"60","1648","2294","0.081522064251249","6.35799114384851e-43","3.7e-24","FALSE","weibull","6.65428144446654e-142","0","32.5"
"61","1650","2295","0.0815623038423183","6.66745923155747e-43","3.7e-24","FALSE","weibull","1.08945429139703e-141","0","32"
"62","1652","2296","0.0816026295147359","6.98883364898495e-43","3.7e-24","FALSE","weibull","1.78389267352352e-141","0","31"
"63","1654","2297","0.0816436623330237","7.34528791414825e-43","3.7e-24","FALSE","weibull","6.99763849242212e-139","0","31"
"64","1656","2298","0.0816845177587517","7.71185697635267e-43","3.7e-24","FALSE","weibull","1.11222966130219e-138","0","31.5"
"65","1658","2299","0.0817251937148249","8.08772642178575e-43","3.7e-24","FALSE","weibull","1.76881964801841e-138","0","32"
"66","1660","2300","0.0817648054287409","8.43748620664803e-43","3.7e-24","FALSE","weibull","2.81458606330204e-138","0","31"
"67","1662","2301","0.0818051077487066","8.82529479414673e-43","3.7e-24","FALSE","weibull","4.48108634147243e-138","0","31"
"68","1664","2302","0.0818458086606272","9.2370514424884e-43","3.7e-24","FALSE","weibull","2.13165503776429e-125","0","31.5"
"69","1666","2303","0.0818869155836298","9.68407213808395e-43","3.7e-24","FALSE","weibull","2.84109199835121e-125","0","32.75"
