;initialIndex;finalIndex;cv;shapiro;ad;normality;bestDistFit;runs;IQR;;;
374;1065;1640;0,636564586;3,99E-10;7,44E-14;FALSE;weibull;1,23E-105;19,8089385;;;
161;2393;2981;0,638421369;9,86E-10;1,32E-09;FALSE;weibull;8,76E-87;19,80279255;;;
375;1067;1641;0,637506526;3,51E-10;5,41E-14;FALSE;weibull;2,06E-105;19,78888226;;;
370;1057;1636;0,632523982;7,08E-10;3,02E-13;FALSE;weibull;1,57E-106;19,78765726;;;
372;1061;1638;0,634794824;5,01E-10;1,24E-13;FALSE;weibull;4,39E-106;19,78346014;;;
373;1063;1639;0,635387789;4,80E-10;1,24E-13;FALSE;weibull;7,35E-106;19,77237225;;;
499;8294;8844;0,654936294;1,87E-13;5,50E-13;FALSE;weibull;1,34E-92;19,77200651;;;
516;8446;9029;0,593859354;5,15E-12;9,76E-08;FALSE;norm;5,32E-93;19,76476049;;;
167;2405;2987;0,647264246;3,95E-10;1,23E-10;FALSE;weibull;1,75E-85;19,75681257;;;
166;2403;2986;0,64610563;4,44E-10;1,70E-10;FALSE;weibull;1,06E-85;19,75399756;;;
391;1099;1657;0,637286837;6,44E-10;3,69E-14;FALSE;weibull;4,14E-105;19,74864006;;;
517;8448;9030;0,591638233;6,03E-12;1,35E-07;FALSE;norm;4,70E-92;19,69407034;;;
498;8292;8843;0,653935395;1,83E-13;6,88E-13;FALSE;weibull;8,04E-93;19,69082665;;;
168;2407;2988;0,64857571;3,35E-10;8,45E-11;FALSE;weibull;2,80E-85;19,63953996;;;
176;7218;7791;0,422016883;4,39E-05;0,017179568;FALSE;norm;2,34E-38;19,6394515;;;
175;2421;2995;0,663851734;4,56E-11;3,76E-13;FALSE;weibull;2,42E-82;19,62213755;;;
518;8450;9031;0,590600373;6,58E-12;1,36E-07;FALSE;norm;4,06E-91;19,62152553;;;
174;2419;2994;0,66124565;6,50E-11;9,72E-13;FALSE;weibull;5,92E-84;19,61000204;;;
497;8290;8842;0,653528988;1,96E-13;6,93E-13;FALSE;weibull;4,84E-93;19,6096468;;;
392;1101;1658;0,635540175;8,87E-10;5,89E-14;FALSE;weibull;6,95E-105;19,60338068;;;
393;1103;1659;0,633799452;1,15E-09;7,86E-14;FALSE;weibull;2,60E-106;19,59436226;;;
519;8452;9032;0,587516914;7,22E-12;1,56E-07;FALSE;norm;2,33E-92;19,53076935;;;
176;2423;2996;0,664897833;3,78E-11;3,49E-13;FALSE;weibull;4,18E-82;19,50865984;;;
173;2417;2993;0,658800133;9,01E-11;2,47E-12;FALSE;weibull;3,72E-84;19,47289753;;;
394;1105;1660;0,632660419;1,35E-09;9,59E-14;FALSE;weibull;4,37E-106;19,46917129;;;
177;7220;7792;0,420791361;5,13E-05;0,019319922;FALSE;norm;1,04E-37;19,41437531;;;
172;2415;2992;0,656429001;1,24E-10;6,04E-12;FALSE;weibull;2,16E-84;19,39891958;;;
171;2413;2991;0,654263974;1,69E-10;1,43E-11;FALSE;weibull;4,92E-86;19,35892677;;;
170;2411;2990;0,651989383;2,24E-10;2,96E-11;FALSE;weibull;2,97E-86;19,3494997;;;
520;8454;9033;0,584629042;8,80E-12;2,31E-07;FALSE;norm;1,25E-93;19,30426097;;;
395;1107;1661;0,63137021;1,57E-09;1,09E-13;FALSE;weibull;7,33E-106;19,27896833;;;
169;2409;2989;0,650296853;2,62E-10;4,47E-11;FALSE;weibull;4,77E-85;19,23598194;;;
396;1109;1662;0,62798088;1,82E-09;8,80E-14;FALSE;weibull;1,23E-105;19,12045836;;;
397;1111;1663;0,624044645;1,40E-09;5,07E-14;FALSE;weibull;2,07E-105;19,09034634;;;
177;2425;2997;0,666122645;4,39E-11;5,19E-13;FALSE;weibull;2,58E-83;19,06693745;;;
180;7226;7795;0,418453583;7,79E-05;0,022428011;FALSE;norm;3,02E-36;19,02579641;;;
178;7222;7793;0,419619305;5,73E-05;0,019430844;FALSE;norm;1,57E-37;18,97094393;;;
179;7224;7794;0,418589936;7,05E-05;0,022526269;FALSE;norm;1,99E-36;18,96680546;;;
181;7228;7796;0,417388603;9,00E-05;0,026187603;FALSE;norm;1,03E-34;18,90679932;;;
180;2431;3000;0,669730449;5,15E-11;9,32E-13;FALSE;weibull;1,59E-85;18,88121223;;;
521;8456;9034;0,580868028;7,97E-12;2,44E-07;FALSE;norm;6,60E-95;18,87449169;;;
182;7230;7797;0,416067994;0,000100791;0,027588557;FALSE;norm;1,53E-34;18,86678982;;;
178;2427;2998;0,667535918;4,34E-11;5,35E-13;FALSE;weibull;1,63E-84;18,80777502;;;
179;2429;2999;0,668018413;4,90E-11;7,23E-13;FALSE;weibull;9,97E-86;18,7856307;;;
181;2433;3001;0,672737661;3,67E-11;4,39E-13;FALSE;weibull;2,53E-85;18,75048733;;;
398;1113;1664;0,621367822;1,12E-09;3,20E-14;FALSE;weibull;1,45E-103;18,72183728;;;
183;7232;7798;0,415002036;0,000105095;0,026009357;FALSE;norm;2,22E-34;18,68048954;;;
522;8458;9035;0,577964656;9,45E-12;3,40E-07;FALSE;norm;1,06E-94;18,65272832;;;
150;6339;6888;0,372079563;1,40E-05;0,000432751;FALSE;norm;4,21E-28;18,59555292;;;
184;7234;7799;0,414651884;0,000106236;0,02460215;FALSE;norm;3,30E-34;18,58720446;;;
183;2437;3003;0,675022668;3,48E-11;4,51E-13;FALSE;weibull;2,63E-86;18,55988312;;;
148;6335;6886;0,371413671;1,02E-05;0,000310586;FALSE;norm;1,34E-27;18,55416584;;;
182;2435;3002;0,67324722;3,70E-11;4,81E-13;FALSE;weibull;4,39E-85;18,55343032;;;
399;1115;1665;0,619521187;9,14E-10;2,33E-14;FALSE;weibull;8,76E-102;18,53919363;;;
149;6337;6887;0,371335418;1,22E-05;0,000415521;FALSE;norm;4,99E-27;18,53303432;;;
400;1117;1666;0,617283489;5,19E-10;1,46E-14;FALSE;weibull;1,36E-101;18,42698693;;;
185;7236;7800;0,413773715;0,000108801;0,022955779;FALSE;norm;4,79E-34;18,40249443;;;
126;6291;6864;0,371792269;3,87E-07;1,41E-06;FALSE;gamma;2,06E-28;18,40042782;;;
184;2439;3004;0,676717639;3,67E-11;5,92E-13;FALSE;weibull;4,19E-86;18,39805341;;;
186;2443;3006;0,68061601;4,69E-11;1,51E-12;FALSE;weibull;3,75E-87;18,3936975;;;
100;6318;6867;0,367870905;3,25E-06;3,99E-05;FALSE;norm;5,03E-26;18,3888855;;;
123;6285;6861;0,369965085;3,46E-07;1,26E-06;FALSE;gamma;2,93E-27;18,38628578;;;
125;6289;6863;0,371695532;3,40E-07;1,09E-06;FALSE;gamma;1,48E-28;18,38489532;;;
124;6287;6862;0,371348478;3,47E-07;1,22E-06;FALSE;gamma;6,44E-28;18,36936283;;;
128;6295;6866;0,371307747;4,08E-07;1,71E-06;FALSE;gamma;4,52E-28;18,36936283;;;
187;2445;3007;0,681997715;5,27E-11;2,23E-12;FALSE;weibull;1,75E-88;18,3625176;;;
99;6316;6866;0,367951453;3,11E-06;3,99E-05;FALSE;norm;8,99E-26;18,36171627;;;
127;6293;6865;0,371595341;3,80E-07;1,59E-06;FALSE;gamma;3,05E-28;18,35556602;;;
186;7238;7801;0,412077822;0,00014665;0,031248566;FALSE;norm;6,97E-34;18,34009552;;;
122;6283;6860;0,369202194;2,87E-07;8,54E-07;FALSE;gamma;2,13E-27;18,33984756;;;
98;6314;6865;0,367987063;2,64E-06;2,94E-05;FALSE;norm;2,61E-26;18,32533884;;;
187;7240;7802;0,410106673;0,000201584;0,043663044;FALSE;norm;7,70E-33;18,31781769;;;
144;6327;6882;0,373641437;3,21E-06;4,66E-05;FALSE;norm;2,64E-27;18,31157875;;;
146;6331;6884;0,37249549;6,18E-06;0,000147774;FALSE;norm;1,16E-26;18,31124592;;;
185;2441;3005;0,678705565;4,20E-11;9,83E-13;FALSE;weibull;2,26E-87;18,30681896;;;
142;6323;6880;0,373061966;2,59E-06;3,24E-05;FALSE;gamma;1,37E-27;18,29900026;;;
88;6294;6855;0,367911783;3,07E-07;6,03E-07;FALSE;gamma;2,38E-27;18,29900026;;;
188;7242;7803;0,407724843;0,000293671;0,059596139;FALSE;norm;2,26E-31;18,29488897;;;
141;6321;6879;0,372531186;2,15E-06;2,21E-05;FALSE;norm;3,84E-28;18,293643;;;
129;6297;6867;0,370996948;4,92E-07;2,43E-06;FALSE;gamma;6,25E-28;18,29340935;;;
121;6281;6859;0,368391225;2,58E-07;7,04E-07;FALSE;gamma;8,90E-27;18,29340935;;;
143;6325;6881;0,372702372;2,85E-06;3,66E-05;FALSE;norm;1,90E-27;18,29226685;;;
139;6317;6877;0,371519272;2,13E-06;2,23E-05;FALSE;norm;3,08E-27;18,29226685;;;
89;6296;6856;0,36820279;4,18E-07;1,09E-06;FALSE;gamma;3,29E-27;18,29226685;;;
97;6312;6864;0,368103565;2,32E-06;2,29E-05;FALSE;norm;4,69E-26;18,29177475;;;
147;6333;6885;0,371549051;8,17E-06;0,000225981;FALSE;norm;2,55E-27;18,28896141;;;
140;6319;6878;0,372227318;2,15E-06;2,29E-05;FALSE;norm;7,08E-28;18,28828573;;;
145;6329;6883;0,372954005;4,15E-06;7,47E-05;FALSE;norm;8,76E-27;18,28754139;;;
191;2453;3011;0,690607207;2,74E-11;6,93E-13;FALSE;weibull;1,24E-87;18,28305316;;;
90;6298;6857;0,368319755;5,49E-07;1,74E-06;FALSE;gamma;4,55E-27;18,28242064;;;
86;6290;6853;0,366669206;4,22E-07;1,12E-06;FALSE;gamma;4,01E-28;18,28242064;;;
87;6292;6854;0,366812353;3,39E-07;8,05E-07;FALSE;gamma;3,80E-27;18,28011417;;;
85;6288;6852;0,366327176;4,27E-07;1,23E-06;FALSE;gamma;1,75E-27;18,27729988;;;
190;2451;3010;0,687855501;3,13E-11;8,08E-13;FALSE;weibull;7,48E-88;18,27556133;;;
92;6302;6859;0,368728182;8,94E-07;4,26E-06;FALSE;gamma;8,71E-27;18,27351904;;;
84;6286;6851;0,365811924;5,01E-07;1,80E-06;FALSE;gamma;7,50E-27;18,27351904;;;
138;6315;6876;0,370980035;2,24E-06;2,65E-05;FALSE;norm;2,23E-27;18,26704741;;;
96;6310;6863;0,368396489;1,72E-06;1,24E-05;FALSE;norm;5,40E-27;18,26609945;;;
91;6300;6858;0,368194455;6,63E-07;2,34E-06;FALSE;gamma;6,29E-27;18,26422215;;;
83;6284;6850;0,365503732;4,78E-07;1,71E-06;FALSE;gamma;1,35E-26;18,26422215;;;
137;6313;6875;0,370108579;1,53E-06;1,30E-05;FALSE;norm;1,61E-27;18,25679493;;;
93;6304;6860;0,368391085;9,95E-07;4,97E-06;FALSE;gamma;1,21E-26;18,25114441;;;
189;7244;7804;0,404406843;0,000347739;0,073217975;FALSE;norm;3,26E-31;18,24269485;;;
95;6308;6862;0,368338141;1,49E-06;9,49E-06;FALSE;norm;3,89E-27;18,24042416;;;
188;2447;3008;0,683202804;5,58E-11;2,82E-12;FALSE;weibull;2,68E-88;18,23410738;;;
94;6306;6861;0,36828946;1,19E-06;6,64E-06;FALSE;gamma;2,80E-27;18,23167324;;;
131;6301;6869;0,369413308;5,74E-07;2,85E-06;FALSE;gamma;1,28E-27;18,22546768;;;
192;2455;3012;0,692602218;2,16E-11;4,28E-13;FALSE;weibull;2,11E-87;18,22161508;;;
130;6299;6868;0,36964734;5,17E-07;2,44E-06;FALSE;gamma;9,27E-28;18,21943712;;;
193;2457;3013;0,694447816;1,70E-11;2,24E-13;FALSE;weibull;1,01E-85;18,20739508;;;
82;6282;6849;0,364859275;5,37E-07;2,39E-06;FALSE;gamma;2,28E-26;18,20256424;;;
132;6303;6870;0,368335723;6,48E-07;3,42E-06;FALSE;gamma;1,90E-27;18,20111227;;;
120;6279;6858;0,367056988;2,66E-07;7,88E-07;FALSE;gamma;1,49E-26;18,19810486;;;
136;6311;6874;0,368564071;1,21E-06;9,40E-06;FALSE;norm;6,89E-27;18,19418144;;;
81;6280;6848;0,364315887;4,91E-07;2,04E-06;FALSE;norm;4,06E-26;18,18637085;;;
78;6274;6845;0,361577112;2,27E-07;6,71E-07;FALSE;norm;5,45E-25;18,17725706;;;
135;6309;6873;0,367474948;8,66E-07;5,11E-06;FALSE;norm;4,99E-27;18,17421913;;;
80;6278;6847;0,363005921;4,63E-07;1,94E-06;FALSE;norm;1,02E-24;18,17412472;;;
118;6275;6856;0,365291798;1,64E-07;3,34E-07;FALSE;gamma;1,94E-26;18,17368555;;;
117;6273;6855;0,365065017;1,31E-07;2,16E-07;FALSE;gamma;1,42E-26;18,17020702;;;
119;6277;6857;0,365803126;2,38E-07;6,80E-07;FALSE;gamma;2,85E-26;18,16507339;;;
79;6276;6846;0,361780474;3,28E-07;1,12E-06;FALSE;norm;7,45E-25;18,16469193;;;
194;2459;3014;0,695766983;1,38E-11;1,35E-13;FALSE;weibull;1,73E-85;18,15690804;;;
113;6265;6851;0,364197856;1,47E-07;2,86E-07;FALSE;gamma;5,09E-26;18,1566782;;;
134;6307;6872;0,367239601;7,41E-07;3,75E-06;FALSE;norm;3,61E-27;18,15275574;;;
110;6259;6848;0,362523029;2,71E-07;8,66E-07;FALSE;gamma;1,74E-26;18,15275574;;;
116;6271;6854;0,36437079;1,16E-07;1,64E-07;FALSE;gamma;1,03E-26;18,1524806;;;
115;6269;6853;0,364092708;1,11E-07;1,58E-07;FALSE;gamma;7,56E-27;18,148283;;;
190;7246;7805;0,401519499;0,000457644;0,086685684;FALSE;norm;4,82E-31;18,14696074;;;
133;6305;6871;0,36750733;6,61E-07;3,14E-06;FALSE;norm;2,62E-27;18,14689541;;;
77;6272;6844;0,360486516;1,47E-07;3,08E-07;FALSE;norm;3,99E-25;18,14582634;;;
189;2449;3009;0,685604233;4,11E-11;1,36E-12;FALSE;weibull;4,53E-88;18,13377237;;;
114;6267;6852;0,363540047;1,28E-07;2,42E-07;FALSE;gamma;1,26E-26;18,13023138;;;
112;6263;6850;0,363509516;1,59E-07;3,63E-07;FALSE;gamma;9,00E-26;18,12498522;;;
525;8464;9038;0,568981032;1,28E-11;5,00E-07;FALSE;norm;1,48E-95;18,12112856;;;
111;6261;6849;0,362933346;2,37E-07;7,95E-07;FALSE;gamma;1,48E-25;18,11957169;;;
523;8460;9036;0,574523823;1,07E-11;4,29E-07;FALSE;norm;1,72E-94;18,10301781;;;
109;6257;6847;0,361462567;2,16E-07;5,67E-07;FALSE;gamma;3,08E-26;18,0988245;;;
524;8462;9037;0,570707065;1,13E-11;4,64E-07;FALSE;norm;2,76E-94;18,09704542;;;
76;6270;6843;0,35931349;9,58E-08;1,44E-07;FALSE;gamma;2,92E-25;18,09128618;;;
108;6255;6846;0,359896134;1,90E-07;5,21E-07;FALSE;norm;5,09E-26;18,05529165;;;
526;8466;9039;0,566052712;1,42E-11;5,53E-07;FALSE;norm;2,37E-95;18,03939819;;;
75;6268;6842;0,357654314;6,82E-08;9,90E-08;FALSE;norm;4,81E-25;18,03482723;;;
527;8468;9040;0,563032285;1,64E-11;7,08E-07;FALSE;norm;1,22E-93;18,02565098;;;
74;6266;6841;0,356791032;4,88E-08;6,74E-08;FALSE;norm;1,68E-25;18,00486326;;;
107;6253;6845;0,358406454;1,43E-07;3,62E-07;FALSE;gamma;5,09E-25;17,97489929;;;
195;2461;3015;0,697015164;1,09E-11;7,16E-14;FALSE;weibull;2,99E-85;17,94768095;;;
192;7250;7807;0,395399826;0,00034928;0,102583524;FALSE;norm;2,71E-30;17,90256214;;;
191;7248;7806;0,39813897;0,000344345;0,09400624;FALSE;norm;1,86E-30;17,9014225;;;
528;8470;9041;0,55964139;1,82E-11;8,19E-07;FALSE;norm;6,13E-92;17,84900904;;;
193;7252;7808;0,392154728;0,000396094;0,104508205;FALSE;norm;1,01E-29;17,84723473;;;
199;2469;3019;0,701326313;6,82E-12;1,62E-14;FALSE;weibull;1,22E-83;17,80840111;;;
198;2467;3018;0,700373799;7,49E-12;2,20E-14;FALSE;weibull;7,66E-84;17,80152774;;;
196;2463;3016;0,698269334;9,26E-12;4,35E-14;FALSE;weibull;5,19E-85;17,79522514;;;
529;8472;9042;0,556525316;2,08E-11;9,98E-07;FALSE;norm;3,02E-90;17,79063749;;;
197;2465;3017;0,699326738;8,22E-12;2,99E-14;FALSE;weibull;4,60E-84;17,78034544;;;
350;7453;8002;0,368207271;2,38E-13;4,42E-13;FALSE;gamma;1,77E-21;17,77943563;;;
317;7387;7969;0,367614858;5,83E-15;1,16E-15;FALSE;gamma;3,73E-21;17,77635956;;;
200;2471;3020;0,702256241;6,08E-12;1,13E-14;FALSE;weibull;1,94E-83;17,77615714;;;
318;7389;7970;0,367518994;6,36E-15;1,41E-15;FALSE;gamma;1,08E-20;17,77247238;;;
319;7391;7971;0,366059086;6,42E-15;1,39E-15;FALSE;gamma;8,06E-21;17,7355423;;;
194;7254;7809;0,389064925;0,00027178;0,095198081;FALSE;norm;2,55E-28;17,72994804;;;
530;8474;9043;0,553160662;1,87E-11;1,05E-06;FALSE;norm;2,65E-89;17,6990931;;;
335;7423;7987;0,370365497;4,19E-14;5,31E-15;FALSE;gamma;1,08E-23;17,68567467;;;
349;7451;8001;0,367676359;2,51E-13;6,13E-13;FALSE;gamma;2,49E-22;17,68037891;;;
195;7256;7810;0,386626135;0,000315749;0,105709162;FALSE;norm;3,66E-28;17,66718578;;;
320;7393;7972;0,365454758;8,43E-15;3,16E-15;FALSE;gamma;1,18E-20;17,66552496;;;
73;6264;6840;0,356157724;5,03E-08;5,91E-08;FALSE;norm;6,64E-25;17,65320587;;;
71;6260;6838;0,356229846;6,68E-08;8,21E-08;FALSE;norm;4,17E-24;17,64134789;;;
72;6262;6839;0,355937241;5,63E-08;7,33E-08;FALSE;norm;1,09E-24;17,62188148;;;
196;7258;7811;0,383994367;0,000273545;0,09752695;FALSE;weibull;7,89E-29;17,60929966;;;
350;2207;2756;0,390282535;9,62E-08;8,36E-11;FALSE;gamma;4,49E-72;17,60159349;;;
106;6251;6844;0,357160993;1,18E-07;2,65E-07;FALSE;gamma;1,69E-25;17,6005125;;;
346;2199;2752;0,386316745;3,05E-08;6,30E-12;FALSE;gamma;6,85E-71;17,59763384;;;
347;2201;2753;0,388230137;4,47E-08;1,28E-11;FALSE;gamma;2,46E-71;17,59741783;;;
348;2203;2754;0,388745165;6,51E-08;3,32E-11;FALSE;gamma;3,82E-71;17,59673834;;;
334;7421;7986;0,37004124;3,97E-14;4,83E-15;FALSE;gamma;1,96E-23;17,59551239;;;
349;2205;2755;0,38925939;9,91E-08;8,84E-11;FALSE;gamma;5,92E-71;17,59435368;;;
345;2197;2751;0,384431466;1,50E-08;2,42E-12;FALSE;gamma;2,05E-70;17,59435368;;;
344;2195;2750;0,383266931;8,32E-09;6,77E-13;FALSE;gamma;1,32E-70;17,59107351;;;
531;8476;9044;0,549531505;1,70E-11;1,02E-06;FALSE;norm;4,34E-89;17,58485508;;;
339;7431;7991;0,369202636;6,39E-14;1,78E-14;FALSE;gamma;1,19E-23;17,58377457;;;
338;7429;7990;0,369981454;5,63E-14;1,34E-14;FALSE;gamma;1,03E-23;17,57972622;;;
333;7419;7985;0,370509947;3,66E-14;4,26E-15;FALSE;gamma;3,40E-22;17,56275177;;;
321;7395;7973;0,364719624;9,84E-15;5,02E-15;FALSE;gamma;3,10E-21;17,5622263;;;
340;7433;7992;0,369175981;9,14E-14;4,63E-14;FALSE;gamma;1,38E-23;17,54939222;;;
342;7437;7994;0,369208735;1,15E-13;8,71E-14;FALSE;gamma;6,51E-23;17,53264713;;;
344;7441;7996;0,369252434;1,22E-13;9,24E-14;FALSE;gamma;1,14E-22;17,52541685;;;
337;7427;7989;0,370778583;4,56E-14;7,12E-15;FALSE;gamma;7,84E-24;17,52248859;;;
341;7435;7993;0,368804838;1,13E-13;9,14E-14;FALSE;gamma;4,34E-23;17,52037048;;;
343;7439;7995;0,3686404;1,31E-13;1,18E-13;FALSE;gamma;2,02E-22;17,51295662;;;
197;7260;7812;0,380368958;6,88E-05;0,066432867;FALSE;weibull;7,53E-28;17,50664139;;;
343;2193;2749;0,38160328;6,76E-09;4,78E-13;FALSE;gamma;8,55E-71;17,5056076;;;
316;7385;7968;0,367628508;4,20E-15;3,89E-16;FALSE;gamma;1,25E-20;17,50538063;;;
340;2187;2746;0,378206168;1,54E-09;2,46E-14;FALSE;gamma;4,52E-70;17,5034461;;;
345;7443;7997;0,369256136;1,30E-13;1,01E-13;FALSE;gamma;1,50E-22;17,48939896;;;
342;2191;2748;0,38065021;4,92E-09;2,00E-13;FALSE;gamma;5,53E-71;17,48863459;;;
322;7397;7974;0,364203834;1,09E-14;6,68E-15;FALSE;gamma;3,58E-21;17,48071766;;;
70;6258;6837;0,355024598;6,16E-08;7,60E-08;FALSE;norm;6,76E-24;17,47864676;;;
348;7449;8000;0,36778459;1,76E-13;2,25E-13;FALSE;gamma;1,02E-21;17,47652578;;;
341;2189;2747;0,379435132;3,75E-09;1,29E-13;FALSE;gamma;1,52E-70;17,47166157;;;
347;7447;7999;0,367764833;1,39E-13;9,94E-14;FALSE;gamma;1,80E-21;17,47042847;;;
346;7445;7998;0,367684919;1,29E-13;8,69E-14;FALSE;gamma;1,98E-22;17,46374321;;;
332;7417;7984;0,369940382;3,29E-14;4,46E-15;FALSE;gamma;5,24E-22;17,46102715;;;
339;2185;2745;0,376306072;1,08E-09;1,59E-14;FALSE;gamma;1,21E-67;17,43771553;;;
198;7262;7813;0,377786206;4,29E-05;0,053555098;FALSE;weibull;1,08E-27;17,43557215;;;
330;2167;2736;0,374838857;8,38E-11;8,33E-17;FALSE;gamma;1,16E-70;17,434834;;;
336;7425;7988;0,370605213;3,93E-14;4,31E-15;FALSE;gamma;6,87E-24;17,43414831;;;
336;2179;2742;0,373264756;1,21E-10;2,34E-16;FALSE;gamma;3,36E-68;17,43057108;;;
105;6249;6843;0,355868167;8,76E-08;1,69E-07;FALSE;gamma;2,76E-25;17,43044758;;;
338;2183;2744;0,375178182;4,99E-10;3,61E-15;FALSE;gamma;7,90E-68;17,42900658;;;
337;2181;2743;0,373682143;2,24E-10;8,29E-16;FALSE;gamma;5,15E-68;17,42029762;;;
335;2177;2741;0,372832539;9,00E-11;1,13E-16;FALSE;gamma;2,19E-68;17,41565132;;;
315;7383;7967;0,367504836;3,51E-15;1,97E-16;FALSE;gamma;4,89E-21;17,41399765;;;
532;8478;9045;0,546931774;1,85E-11;1,23E-06;FALSE;norm;7,13E-89;17,41374636;;;
314;7381;7966;0,367699273;3,20E-15;1,59E-16;FALSE;lnorm;1,68E-21;17,41253471;;;
323;7399;7975;0,363786081;1,19E-14;7,69E-15;FALSE;gamma;1,04E-20;17,41019821;;;
333;2173;2739;0,373449738;7,22E-11;6,17E-17;FALSE;gamma;4,20E-70;17,40951252;;;
313;7379;7965;0,367677055;2,65E-15;7,67E-17;FALSE;lnorm;1,46E-21;17,40413666;;;
331;2169;2737;0,374217963;9,03E-11;9,31E-17;FALSE;gamma;1,78E-70;17,40337372;;;
334;2175;2740;0,372549317;6,32E-11;4,66E-17;FALSE;gamma;1,43E-68;17,39998531;;;
104;6247;6842;0,354922368;4,86E-08;6,21E-08;FALSE;gamma;2,04E-25;17,39572477;;;
332;2171;2738;0,37316481;7,00E-11;5,97E-17;FALSE;gamma;2,74E-70;17,38763571;;;
69;6256;6836;0,353807696;4,68E-08;4,87E-08;FALSE;norm;4,99E-24;17,38044739;;;
199;7264;7814;0,374992524;3,95E-05;0,047085295;FALSE;weibull;1,55E-27;17,37330532;;;
68;6254;6835;0,352794909;5,77E-08;8,22E-08;FALSE;norm;7,57E-24;17,36442184;;;
312;7377;7964;0,366879535;2,08E-15;6,39E-17;FALSE;lnorm;5,62E-21;17,33980751;;;
329;2165;2735;0,374150727;8,89E-11;9,67E-17;FALSE;gamma;7,57E-71;17,32420826;;;
67;6252;6834;0,352260711;4,99E-08;5,82E-08;FALSE;norm;1,30E-23;17,32252979;;;
66;6250;6833;0,350754783;4,69E-08;6,28E-08;FALSE;norm;4,11E-24;17,31155491;;;
103;6245;6841;0,353741559;2,87E-08;2,48E-08;FALSE;gamma;1,50E-25;17,30813217;;;
328;2163;2734;0,373878502;7,28E-11;5,48E-17;FALSE;gamma;4,93E-71;17,28462553;;;
102;6243;6840;0,352821266;2,52E-08;1,92E-08;FALSE;gamma;1,11E-25;17,27838707;;;
101;6241;6839;0,353288158;2,07E-08;1,25E-08;FALSE;gamma;8,17E-26;17,2714386;;;
311;7375;7963;0,366605756;1,62E-15;3,05E-17;FALSE;lnorm;2,12E-20;17,27072906;;;
250;6173;6722;0,356965334;9,43E-10;6,72E-12;FALSE;gamma;8,26E-20;17,2506361;;;
327;2161;2733;0,372430987;6,57E-11;4,98E-17;FALSE;gamma;1,33E-70;17,23227119;;;
249;6171;6721;0,356694341;9,05E-10;6,49E-12;FALSE;gamma;5,65E-20;17,22607231;;;
310;7373;7962;0,366106843;1,31E-15;3,04E-17;FALSE;lnorm;3,60E-20;17,20170307;;;
326;2159;2732;0,373505749;8,30E-11;8,48E-17;FALSE;gamma;3,94E-70;17,2007761;;;
331;7415;7983;0,366717282;5,63E-14;2,29E-14;FALSE;gamma;6,40E-21;17,19342041;;;
325;2157;2731;0,374706783;1,03E-10;1,60E-16;FALSE;gamma;2,57E-70;17,18170261;;;
65;6248;6832;0,350553479;4,05E-08;4,44E-08;FALSE;norm;7,09E-24;17,18110847;;;
64;6246;6831;0,350580789;3,60E-08;3,54E-08;FALSE;norm;5,24E-24;17,17752886;;;
60;6238;6827;0,350687549;2,10E-08;1,17E-08;FALSE;gamma;1,46E-24;17,17105722;;;
61;6240;6828;0,350603198;2,47E-08;1,65E-08;FALSE;gamma;1,97E-24;17,16679001;;;
324;7401;7976;0,362715081;1,40E-14;1,12E-14;FALSE;gamma;6,88E-21;17,15373325;;;
200;7266;7815;0,371864415;3,02E-05;0,036287506;FALSE;weibull;8,98E-26;17,15254784;;;
309;7371;7961;0,365766665;1,04E-15;3,29E-17;FALSE;lnorm;4,70E-20;17,14765358;;;
63;6244;6830;0,350134318;3,64E-08;3,88E-08;FALSE;norm;1,65E-24;17,14324188;;;
59;6236;6826;0,350282254;2,06E-08;1,17E-08;FALSE;gamma;1,08E-24;17,13581467;;;
324;2155;2730;0,374975852;1,02E-10;1,61E-16;FALSE;gamma;1,68E-70;17,13122511;;;
62;6242;6829;0,350273852;2,74E-08;1,97E-08;FALSE;norm;2,67E-24;17,12870979;;;
533;8480;9046;0,545164895;2,04E-11;1,48E-06;FALSE;norm;3,35E-87;17,11467171;;;
52;6222;6819;0,348457495;2,52E-08;2,72E-08;FALSE;norm;1,57E-23;17,1050086;;;
51;6220;6818;0,348465998;2,13E-08;1,86E-08;FALSE;norm;1,17E-23;17,0958395;;;
58;6234;6825;0,349332399;2,56E-08;2,01E-08;FALSE;norm;3,36E-25;17,0950532;;;
54;6226;6821;0,348315142;2,59E-08;2,52E-08;FALSE;norm;1,23E-24;17,0950532;;;
57;6232;6824;0,348886874;3,17E-08;3,43E-08;FALSE;norm;1,29E-24;17,09235573;;;
56;6230;6823;0,348652171;3,01E-08;3,22E-08;FALSE;norm;2,23E-24;17,08994436;;;
55;6228;6822;0,348399971;2,86E-08;3,03E-08;FALSE;norm;1,65E-24;17,087533;;;
53;6224;6820;0,347928645;2,69E-08;3,04E-08;FALSE;norm;1,97E-24;17,08683968;;;
330;7413;7982;0,365575717;4,59E-14;2,71E-14;FALSE;gamma;1,10E-20;17,06976843;;;
323;2153;2729;0,374367766;1,16E-10;2,52E-16;FALSE;gamma;4,50E-70;17,067976;;;
322;2151;2728;0,37410467;1,18E-10;2,80E-16;FALSE;gamma;1,32E-69;17,05000401;;;
