;initialIndex;finalIndex;cv;shapiro;ad;normality;bestDistFit;runs;IQR;;;
455;8206;8800;0,678564839;4,19E-14;8,42E-22;FALSE;weibull;7,97E-103;25,52683496;;;
517;6875;7457;0,674011605;5,55E-19;3,70E-24;FALSE;lnorm;6,21E-97;25,50481939;;;
530;6901;7470;0,677216628;8,29E-19;3,70E-24;FALSE;lnorm;6,74E-100;25,49462366;;;
536;6913;7476;0,683049336;5,20E-19;3,70E-24;FALSE;lnorm;1,58E-98;25,46974373;;;
456;8208;8801;0,67784453;4,78E-14;2,11E-21;FALSE;weibull;1,37E-102;25,44044948;;;
529;6899;7469;0,677167788;7,34E-19;3,70E-24;FALSE;lnorm;3,18E-99;25,41012669;;;
516;6873;7456;0,674081623;4,75E-19;3,70E-24;FALSE;lnorm;4,51E-97;25,3727138;;;
537;6915;7477;0,684078679;4,74E-19;3,70E-24;FALSE;lnorm;2,78E-98;25,37268543;;;
528;6897;7468;0,676509933;7,60E-19;3,70E-24;FALSE;lnorm;5,17E-97;25,32562971;;;
538;6917;7478;0,685431771;4,12E-19;3,70E-24;FALSE;lnorm;4,90E-98;25,30712223;;;
539;6919;7479;0,686789277;3,63E-19;3,70E-24;FALSE;lnorm;8,62E-98;25,25150204;;;
460;8216;8805;0,67707838;6,33E-14;1,33E-20;FALSE;weibull;2,58E-103;25,22301483;;;
457;8210;8802;0,676786021;5,60E-14;6,17E-21;FALSE;weibull;2,35E-102;25,21714497;;;
515;6871;7455;0,673276844;4,83E-19;3,70E-24;FALSE;lnorm;1,43E-96;25,12597847;;;
540;6921;7480;0,688314848;3,06E-19;3,70E-24;FALSE;lnorm;1,52E-97;25,0407536;;;
458;8212;8803;0,676500703;5,74E-14;9,70E-21;FALSE;weibull;4,03E-102;25,01161766;;;
541;6923;7481;0,690739243;2,41E-19;3,70E-24;FALSE;lnorm;2,68E-97;24,9275794;;;
542;6925;7482;0,691063231;2,38E-19;3,70E-24;FALSE;lnorm;4,73E-97;24,88175654;;;
514;6869;7454;0,671055015;6,20E-19;3,70E-24;FALSE;lnorm;8,08E-97;24,87859774;;;
543;6927;7483;0,69162718;2,26E-19;3,70E-24;FALSE;lnorm;8,37E-97;24,87306213;;;
91;5254;5812;0,716651087;9,60E-26;3,70E-24;FALSE;lnorm;1,78E-107;24,81233931;;;
1;4363;4961;0,422687665;1,18E-07;3,10E-06;FALSE;weibull;3,50E-55;24,80042171;;;
459;8214;8804;0,677214005;5,34E-14;7,76E-21;FALSE;weibull;1,10E-102;24,78250408;;;
461;8218;8806;0,677375143;6,16E-14;1,63E-20;FALSE;weibull;4,42E-103;24,65908909;;;
513;6867;7453;0,670221274;6,81E-19;3,70E-24;FALSE;lnorm;4,57E-97;24,61201382;;;
512;6865;7452;0,669061405;8,06E-19;3,70E-24;FALSE;lnorm;2,59E-97;24,58175993;;;
462;8220;8807;0,676655694;6,82E-14;4,24E-20;FALSE;weibull;8,31E-100;24,56071544;;;
511;6863;7451;0,667936406;9,49E-19;3,70E-24;FALSE;lnorm;1,47E-97;24,55150604;;;
544;6929;7484;0,692509232;2,05E-19;3,70E-24;FALSE;lnorm;2,81E-98;24,53820491;;;
2;4365;4962;0,421163257;1,84E-07;6,85E-06;FALSE;weibull;1,47E-55;24,49956465;;;
463;8222;8808;0,677646753;5,78E-14;2,31E-20;FALSE;weibull;1,43E-99;24,43448305;;;
3;4367;4963;0,420299159;2,35E-07;1,03E-05;FALSE;weibull;8,09E-55;24,31856155;;;
545;6931;7485;0,694050017;1,71E-19;3,70E-24;FALSE;lnorm;4,95E-98;24,25646353;;;
92;5256;5813;0,718454953;7,31E-26;3,70E-24;FALSE;lnorm;2,24E-105;24,25565934;;;
464;8224;8809;0,677888842;5,65E-14;3,60E-20;FALSE;weibull;2,26E-99;24,12850499;;;
546;6933;7486;0,694501943;1,63E-19;3,70E-24;FALSE;lnorm;8,73E-98;24,04508328;;;
510;6861;7450;0,668503917;7,23E-19;3,70E-24;FALSE;lnorm;6,70E-97;24,0171504;;;
4;4369;4964;0,41882313;3,47E-07;1,87E-05;FALSE;weibull;4,42E-54;23,98312664;;;
509;6859;7449;0,668974884;5,60E-19;3,70E-24;FALSE;lnorm;4,89E-97;23,93070126;;;
547;6935;7487;0,695602603;1,42E-19;3,70E-24;FALSE;lnorm;1,54E-97;23,92130947;;;
5;4371;4965;0,417205404;5,29E-07;3,59E-05;FALSE;weibull;2,01E-54;23,89749432;;;
548;6937;7488;0,696695749;1,24E-19;3,70E-24;FALSE;lnorm;2,73E-97;23,88220596;;;
6;4373;4966;0,415885954;7,50E-07;6,14E-05;FALSE;weibull;2,52E-55;23,87153339;;;
549;6939;7489;0,697346848;1,15E-19;3,70E-24;FALSE;lnorm;4,82E-97;23,8635149;;;
508;6857;7448;0,669694193;4,16E-19;3,70E-24;FALSE;lnorm;3,58E-97;23,84425211;;;
409;7767;8357;0,394855114;1,17E-10;1,99E-06;FALSE;gamma;3,09E-47;23,72299957;;;
408;7765;8356;0,394394993;1,14E-10;2,00E-06;FALSE;gamma;2,07E-47;23,695467;;;
407;7763;8355;0,394225043;1,08E-10;1,89E-06;FALSE;gamma;4,41E-47;23,66793442;;;
550;6941;7490;0,697737265;1,10E-19;3,70E-24;FALSE;lnorm;8,54E-97;23,64650726;;;
410;7769;8358;0,394539236;1,28E-10;2,28E-06;FALSE;gamma;4,62E-47;23,63731098;;;
7;4375;4967;0,415057149;9,24E-07;8,34E-05;FALSE;weibull;4,00E-55;23,63553047;;;
465;8226;8810;0,678415879;5,31E-14;4,20E-20;FALSE;weibull;9,51E-101;23,62285995;;;
406;7761;8354;0,393862814;1,10E-10;2,04E-06;FALSE;gamma;9,35E-47;23,59854412;;;
507;6855;7447;0,670041286;3,29E-19;3,70E-24;FALSE;lnorm;5,62E-99;23,59134102;;;
466;8228;8811;0,677884578;5,78E-14;9,19E-20;FALSE;weibull;1,63E-100;23,56312823;;;
93;5258;5814;0,719775072;5,78E-26;3,70E-24;FALSE;lnorm;4,50E-105;23,53050137;;;
405;7759;8353;0,393433682;1,10E-10;2,14E-06;FALSE;gamma;1,98E-46;23,52915382;;;
555;7768;8362;0,393394692;1,17E-10;2,42E-06;FALSE;gamma;1,78E-47;23,52915382;;;
506;6853;7446;0,669398306;3,41E-19;3,70E-24;FALSE;lnorm;2,03E-98;23,51316786;;;
505;6851;7445;0,668896107;3,39E-19;3,70E-24;FALSE;lnorm;1,15E-98;23,50013828;;;
151;7168;7766;0,467439878;1,41E-08;2,59E-07;FALSE;weibull;1,06E-54;23,48849869;;;
414;7777;8362;0,393817292;2,02E-10;4,28E-06;FALSE;gamma;7,96E-45;23,46106911;;;
411;7771;8359;0,393590701;1,49E-10;2,85E-06;FALSE;gamma;2,49E-45;23,46083832;;;
561;7780;8368;0,393342946;1,91E-10;4,25E-06;FALSE;gamma;7,08E-45;23,46083832;;;
554;7766;8361;0,393298253;1,03E-10;2,02E-06;FALSE;gamma;1,23E-47;23,45976353;;;
404;7757;8352;0,393154865;1,05E-10;2,04E-06;FALSE;gamma;4,31E-46;23,45976353;;;
8;4377;4968;0,413742012;1,28E-06;0,000130983;FALSE;weibull;2,11E-54;23,43918705;;;
468;8232;8813;0,673252357;1,27E-13;7,94E-19;FALSE;weibull;4,44E-97;23,41868711;;;
467;8230;8812;0,677523501;6,12E-14;2,11E-19;FALSE;weibull;9,73E-99;23,41485357;;;
10;4381;4970;0,411712398;2,10E-06;0,000272551;FALSE;weibull;8,48E-52;23,39812374;;;
9;4379;4969;0,41314319;1,47E-06;0,000163167;FALSE;weibull;1,15E-53;23,39622593;;;
576;7810;8383;0,393134666;5,76E-10;1,42E-05;FALSE;gamma;3,36E-41;23,39104366;;;
553;7764;8360;0,393272303;9,05E-11;1,64E-06;FALSE;gamma;8,54E-48;23,39037323;;;
403;7755;8351;0,392710601;1,02E-10;2,02E-06;FALSE;gamma;2,90E-45;23,39037323;;;
11;4383;4971;0,410404755;2,90E-06;0,000419355;FALSE;weibull;4,47E-51;23,38462257;;;
152;7170;7767;0,464954193;2,02E-08;4,36E-07;FALSE;weibull;2,06E-53;23,38259411;;;
560;7778;8367;0,393135617;1,81E-10;4,09E-06;FALSE;gamma;4,74E-45;23,38034439;;;
577;7812;8384;0,392734891;6,36E-10;1,61E-05;FALSE;gamma;4,97E-41;23,37255096;;;
413;7775;8361;0,393710832;1,80E-10;3,72E-06;FALSE;gamma;5,52E-45;23,36776733;;;
574;7806;8381;0,393344109;4,82E-10;1,17E-05;FALSE;gamma;1,53E-41;23,3514452;;;
578;7814;8385;0,391915566;6,54E-10;1,58E-05;FALSE;gamma;7,56E-41;23,35079861;;;
575;7808;8382;0,392668088;5,08E-10;1,21E-05;FALSE;gamma;2,27E-41;23,34772301;;;
469;8234;8814;0,666392869;3,68E-13;3,22E-18;FALSE;weibull;4,92E-97;23,34519482;;;
402;7753;8350;0,392311936;1,21E-10;2,85E-06;FALSE;gamma;6,03E-44;23,34157753;;;
423;7795;8371;0,393571793;4,54E-10;1,08E-05;FALSE;gamma;3,21E-41;23,32562637;;;
551;7648;8246;0,39393015;2,24E-11;1,33E-07;FALSE;gamma;1,70E-41;23,31804085;;;
552;7762;8359;0,392897612;9,21E-11;1,78E-06;FALSE;gamma;1,82E-47;23,31636047;;;
94;5260;5815;0,721988985;4,30E-26;3,70E-24;FALSE;lnorm;5,67E-103;23,29228711;;;
568;7794;8375;0,391954597;4,07E-10;1,09E-05;FALSE;gamma;1,25E-41;23,27485275;;;
422;7793;8370;0,391745685;3,68E-10;8,45E-06;FALSE;gamma;6,49E-41;23,27485275;;;
415;7779;8363;0,393499384;2,36E-10;5,40E-06;FALSE;gamma;1,16E-44;23,27469635;;;
412;7773;8360;0,393408616;1,67E-10;3,42E-06;FALSE;gamma;1,19E-44;23,27446556;;;
562;7782;8369;0,392195699;1,82E-10;3,67E-06;FALSE;gamma;1,06E-44;23,27446556;;;
573;7804;8380;0,391979201;4,27E-10;9,90E-06;FALSE;gamma;3,11E-41;23,2610817;;;
426;7801;8374;0,391666148;5,65E-10;1,44E-05;FALSE;gamma;1,01E-40;23,25307178;;;
552;7650;8247;0,393684208;2,62E-11;1,92E-07;FALSE;gamma;7,07E-41;23,248806;;;
551;7760;8358;0,392794267;8,18E-11;1,47E-06;FALSE;gamma;1,27E-47;23,24234772;;;
550;7620;8169;0,398078104;2,94E-12;2,06E-10;FALSE;gamma;1,91E-35;23,2417984;;;
504;6849;7444;0,668508494;3,17E-19;3,70E-24;FALSE;lnorm;7,36E-99;23,23930693;;;
425;7799;8373;0,392922179;4,73E-10;1,14E-05;FALSE;gamma;7,01E-41;23,22681046;;;
567;7792;8374;0,391951709;3,77E-10;1,03E-05;FALSE;gamma;2,68E-41;23,22681046;;;
571;7800;8378;0,391908074;3,94E-10;9,30E-06;FALSE;gamma;4,26E-41;23,22681046;;;
421;7791;8369;0,391234632;3,11E-10;6,58E-06;FALSE;gamma;4,40E-41;23,22681046;;;
424;7797;8372;0,393377558;4,15E-10;9,46E-06;FALSE;gamma;1,58E-41;23,225811;;;
570;7798;8377;0,392320737;3,78E-10;9,24E-06;FALSE;gamma;2,89E-41;23,225811;;;
572;7802;8379;0,391384471;3,95E-10;8,93E-06;FALSE;gamma;6,30E-41;23,21992588;;;
564;7786;8371;0,393050306;2,58E-10;6,02E-06;FALSE;gamma;2,34E-45;23,21792316;;;
153;7172;7768;0,462930926;3,06E-08;9,53E-07;FALSE;weibull;1,13E-52;23,20493698;;;
569;7796;8376;0,392256216;3,48E-10;8,28E-06;FALSE;gamma;1,95E-41;23,19253922;;;
566;7790;8373;0,392986645;3,04E-10;7,32E-06;FALSE;gamma;1,78E-42;23,18805981;;;
416;7781;8364;0,392853492;2,71E-10;6,48E-06;FALSE;gamma;1,83E-42;23,18805981;;;
420;7789;8368;0,391078849;2,92E-10;6,25E-06;FALSE;gamma;2,98E-41;23,17876816;;;
563;7784;8370;0,391786082;2,00E-10;4,18E-06;FALSE;gamma;1,65E-42;23,16114998;;;
401;7751;8349;0,391714608;1,67E-10;5,02E-06;FALSE;gamma;3,98E-43;23,16114998;;;
503;6847;7443;0,668985578;2,59E-19;3,70E-24;FALSE;lnorm;4,72E-99;23,15178299;;;
442;7833;8390;0,388342516;1,28E-09;3,10E-05;FALSE;gamma;6,66E-38;23,14348316;;;
565;7788;8372;0,3930058;2,78E-10;6,72E-06;FALSE;gamma;3,70E-44;23,14113617;;;
417;7783;8365;0,391150928;2,76E-10;6,42E-06;FALSE;gamma;2,77E-41;23,13456535;;;
12;4385;4972;0,409263812;3,65E-06;0,00055493;FALSE;weibull;2,24E-50;23,13193035;;;
502;6845;7442;0,669546635;2,16E-19;3,70E-24;FALSE;lnorm;4,70E-100;23,1309917;;;
419;7787;8367;0,390858125;2,76E-10;5,97E-06;FALSE;gamma;2,02E-41;23,13072586;;;
600;7746;8295;0,392020881;5,41E-10;2,31E-05;FALSE;gamma;6,01E-38;23,11493206;;;
501;6843;7441;0,670544572;1,60E-19;3,70E-24;FALSE;lnorm;3,42E-100;23,11020041;;;
418;7785;8366;0,389679144;2,86E-10;6,61E-06;FALSE;gamma;4,08E-41;23,10184479;;;
599;7744;8294;0,391680944;5,08E-10;2,20E-05;FALSE;gamma;4,09E-38;23,09913826;;;
556;7770;8363;0,392040151;1,40E-10;3,16E-06;FALSE;gamma;3,19E-45;23,09843159;;;
430;7809;8378;0,39022847;6,21E-10;1,33E-05;FALSE;gamma;1,70E-40;23,09519863;;;
559;7776;8366;0,392189156;1,78E-10;4,28E-06;FALSE;gamma;3,17E-45;23,09323311;;;
549;7618;8168;0,397562325;2,71E-12;1,64E-10;FALSE;gamma;1,36E-35;23,07524109;;;
154;7174;7769;0,461116945;3,79E-08;1,48E-06;FALSE;weibull;1,76E-52;23,07424116;;;
553;7652;8248;0,392987004;3,16E-11;2,90E-07;FALSE;gamma;1,11E-41;23,07317352;;;
579;7816;8386;0,391375957;7,33E-10;1,88E-05;FALSE;gamma;1,15E-40;23,06569862;;;
429;7807;8377;0,390373506;6,15E-10;1,42E-05;FALSE;gamma;1,15E-40;23,06569862;;;
558;7774;8365;0,391907879;1,70E-10;4,15E-06;FALSE;gamma;6,58E-46;23,04926777;;;
428;7805;8376;0,390224218;5,71E-10;1,32E-05;FALSE;gamma;7,79E-41;23,03619862;;;
437;7823;8385;0,389781419;1,33E-09;3,33E-05;FALSE;gamma;2,59E-38;23,03499985;;;
548;7616;8167;0,396596271;2,97E-12;2,40E-10;FALSE;gamma;2,54E-35;23,02348518;;;
431;7811;8379;0,389647523;6,63E-10;1,41E-05;FALSE;gamma;2,52E-40;23,02249146;;;
539;7598;8158;0,395382817;2,45E-12;4,82E-11;FALSE;gamma;1,76E-34;23,02051163;;;
435;7819;8383;0,389736231;1,10E-09;2,68E-05;FALSE;gamma;1,14E-38;23,01986694;;;
441;7831;8389;0,387728503;1,29E-09;3,10E-05;FALSE;gamma;4,40E-38;23,01871681;;;
436;7821;8384;0,389685542;1,26E-09;3,23E-05;FALSE;gamma;1,68E-38;23,01322365;;;
432;7813;8380;0,389227831;7,45E-10;1,62E-05;FALSE;gamma;3,73E-40;23,00746155;;;
427;7803;8375;0,389788159;5,70E-10;1,34E-05;FALSE;gamma;1,53E-40;23,00669861;;;
547;7614;8166;0,396459678;2,71E-12;1,94E-10;FALSE;gamma;5,26E-35;23,00533295;;;
557;7772;8364;0,391662152;1,63E-10;4,03E-06;FALSE;gamma;4,58E-45;23,00530243;;;
433;7815;8381;0,389083542;8,61E-10;1,96E-05;FALSE;gamma;5,23E-39;23,00498962;;;
434;7817;8382;0,388916924;9,27E-10;2,11E-05;FALSE;gamma;7,71E-39;23,00350761;;;
546;7612;8165;0,396001137;2,78E-12;2,37E-10;FALSE;gamma;2,82E-34;22,99082661;;;
443;7835;8391;0,388839976;1,03E-09;2,25E-05;FALSE;gamma;1,05E-37;22,98886871;;;
445;7839;8393;0,389532114;6,98E-10;1,42E-05;FALSE;gamma;7,68E-39;22,98714828;;;
438;7825;8386;0,387567571;1,07E-09;2,52E-05;FALSE;gamma;3,92E-38;22,9854784;;;
580;7818;8387;0,390602599;8,18E-10;2,18E-05;FALSE;gamma;1,70E-40;22,9843483;;;
581;7820;8388;0,389906975;8,98E-10;2,38E-05;FALSE;gamma;2,52E-40;22,98284912;;;
545;7610;8164;0,395384973;2,51E-12;1,76E-10;FALSE;gamma;2,01E-34;22,97632027;;;
554;7654;8249;0,392326523;3,70E-11;4,01E-07;FALSE;gamma;1,72E-42;22,97624207;;;
531;7582;8150;0,39318205;1,58E-12;4,50E-11;FALSE;gamma;1,80E-34;22,97189331;;;
582;7822;8389;0,389622419;9,75E-10;2,61E-05;FALSE;gamma;3,73E-40;22,97078896;;;
544;7608;8163;0,395210695;2,38E-12;1,70E-10;FALSE;gamma;3,70E-34;22,96181393;;;
540;7600;8159;0,393629467;2,07E-12;1,18E-10;FALSE;gamma;2,46E-34;22,96181393;;;
448;7845;8396;0,387881473;7,66E-10;1,36E-05;FALSE;gamma;2,53E-37;22,96017075;;;
555;7656;8250;0,392019885;4,77E-11;6,65E-07;FALSE;gamma;2,74E-43;22,95466423;;;
589;7836;8396;0,389064968;6,04E-10;1,18E-05;FALSE;gamma;2,21E-39;22,95442963;;;
590;7838;8397;0,389050928;4,97E-10;1,01E-05;FALSE;gamma;1,10E-39;22,94968987;;;
543;7606;8162;0,394581494;1,92E-12;9,23E-11;FALSE;gamma;7,54E-34;22,94730759;;;
542;7604;8161;0,394490739;1,81E-12;8,73E-11;FALSE;gamma;5,39E-34;22,94651318;;;
556;7658;8251;0,391211778;5,73E-11;9,56E-07;FALSE;gamma;3,82E-43;22,93752766;;;
447;7843;8395;0,387916136;7,49E-10;1,40E-05;FALSE;gamma;1,73E-37;22,93018341;;;
583;7824;8390;0,387594711;7,92E-10;2,01E-05;FALSE;gamma;5,38E-39;22,91919518;;;
444;7837;8392;0,388924528;6,67E-10;1,39E-05;FALSE;gamma;5,21E-39;22,91773605;;;
538;7596;8157;0,39421757;2,36E-12;9,23E-11;FALSE;gamma;1,12E-34;22,91726017;;;
530;7580;8149;0,393388984;1,26E-12;2,20E-11;FALSE;gamma;4,49E-35;22,91726017;;;
591;7840;8398;0,388102212;4,81E-10;8,96E-06;FALSE;gamma;1,62E-39;22,91590118;;;
541;7602;8160;0,393994998;1,74E-12;8,42E-11;FALSE;gamma;3,85E-34;22,91227913;;;
557;7660;8252;0,390292753;6,90E-11;1,36E-06;FALSE;gamma;5,35E-43;22,90355301;;;
440;7829;8388;0,387318908;1,24E-09;2,98E-05;FALSE;gamma;8,71E-38;22,89395046;;;
593;7844;8400;0,388048058;5,52E-10;1,03E-05;FALSE;gamma;3,36E-38;22,89316559;;;
598;7742;8293;0,390891818;4,98E-10;2,20E-05;FALSE;gamma;2,44E-37;22,890131;;;
13;4387;4973;0,407573675;5,53E-06;0,000963785;FALSE;weibull;3,96E-49;22,88044167;;;
534;7588;8153;0,39369893;1,42E-12;2,76E-11;FALSE;gamma;6,11E-34;22,86754227;;;
588;7834;8395;0,388138212;7,68E-10;1,71E-05;FALSE;gamma;1,34E-38;22,8660078;;;
446;7841;8394;0,387857969;6,97E-10;1,32E-05;FALSE;gamma;1,14E-37;22,8660078;;;
537;7594;8156;0,39422348;1,90E-12;4,88E-11;FALSE;gamma;2,57E-34;22,86262703;;;
533;7586;8152;0,39338986;1,61E-12;4,02E-11;FALSE;gamma;4,38E-34;22,86262703;;;
587;7832;8394;0,387803302;9,20E-10;2,21E-05;FALSE;gamma;9,48E-39;22,84968376;;;
532;7584;8151;0,392983103;1,85E-12;6,72E-11;FALSE;gamma;8,81E-35;22,83858776;;;
155;7176;7770;0,459243556;5,53E-08;2,84E-06;FALSE;weibull;1,25E-49;22,83438587;;;
592;7842;8399;0,387682898;5,24E-10;9,81E-06;FALSE;gamma;2,29E-38;22,83429623;;;
591;7728;8286;0,388900004;5,03E-10;1,68E-05;FALSE;gamma;9,84E-36;22,82915878;;;
470;8236;8815;0,666432846;3,77E-13;5,60E-18;FALSE;weibull;2,69E-95;22,82859421;;;
590;7726;8285;0,38900076;4,42E-10;1,41E-05;FALSE;gamma;6,99E-36;22,79753113;;;
536;7592;8155;0,393892867;1,62E-12;3,36E-11;FALSE;gamma;5,26E-34;22,79644299;;;
559;7664;8254;0,389659277;9,26E-11;2,37E-06;FALSE;gamma;1,03E-40;22,79033279;;;
593;7732;8288;0,389112124;5,63E-10;1,82E-05;FALSE;gamma;2,41E-36;22,78094482;;;
586;7830;8393;0,387343026;9,31E-10;2,30E-05;FALSE;gamma;6,02E-39;22,78009129;;;
439;7827;8387;0,387017701;1,18E-09;2,81E-05;FALSE;gamma;5,93E-38;22,76918411;;;
14;4389;4974;0,405539119;8,70E-06;0,001657177;FALSE;weibull;5,75E-49;22,76602697;;;
589;7724;8284;0,388821743;4,12E-10;1,30E-05;FALSE;gamma;4,81E-36;22,76590347;;;
471;8238;8816;0,665071832;4,50E-13;1,61E-17;FALSE;weibull;3,98E-95;22,74943447;;;
535;7590;8154;0,393530208;1,58E-12;3,46E-11;FALSE;gamma;2,69E-33;22,74615479;;;
592;7730;8287;0,389090272;5,11E-10;1,65E-05;FALSE;gamma;4,94E-36;22,74459553;;;
529;7578;8148;0,393053663;1,15E-12;1,75E-11;FALSE;gamma;3,21E-35;22,73950958;;;
595;7736;8290;0,389908537;5,31E-10;1,54E-05;FALSE;gamma;1,85E-36;22,73887825;;;
528;7576;8147;0,392320654;1,06E-12;1,50E-11;FALSE;gamma;5,88E-35;22,72029114;;;
558;7662;8253;0,3896554;8,15E-11;1,85E-06;FALSE;gamma;7,54E-42;22,71964073;;;
449;7847;8397;0,386613497;8,09E-10;1,38E-05;FALSE;gamma;3,70E-37;22,71872139;;;
597;7740;8292;0,390049477;4,97E-10;2,24E-05;FALSE;gamma;1,43E-36;22,71073914;;;
527;7574;8146;0,392121158;1,01E-12;1,42E-11;FALSE;gamma;1,07E-34;22,70107269;;;
577;7700;8272;0,387572575;3,04E-10;1,30E-05;FALSE;gamma;9,68E-37;22,69681168;;;
594;7734;8289;0,389469746;5,38E-10;1,61E-05;FALSE;gamma;1,23E-36;22,69473362;;;
584;7826;8391;0,386803594;8,35E-10;2,06E-05;FALSE;gamma;8,44E-39;22,69068432;;;
569;7684;8264;0,387161654;2,88E-10;1,32E-05;FALSE;gamma;3,23E-36;22,68066788;;;
561;7668;8256;0,389620126;1,13E-10;3,32E-06;FALSE;gamma;6,64E-40;22,67711258;;;
570;7686;8265;0,387130613;2,88E-10;1,27E-05;FALSE;gamma;5,66E-37;22,66966438;;;
568;7682;8263;0,386970209;2,72E-10;1,23E-05;FALSE;gamma;6,38E-36;22,66938782;;;
95;5262;5816;0,724305191;3,18E-26;3,70E-24;FALSE;lnorm;1,17E-102;22,66852474;;;
585;7828;8392;0,386772132;8,90E-10;2,23E-05;FALSE;gamma;1,24E-38;22,66825867;;;
588;7722;8283;0,388318461;3,91E-10;1,19E-05;FALSE;gamma;3,31E-36;22,66783333;;;
578;7702;8273;0,388321928;2,78E-10;1,11E-05;FALSE;gamma;1,50E-36;22,66331577;;;
567;7680;8262;0,38669812;2,59E-10;1,19E-05;FALSE;gamma;1,25E-35;22,65810776;;;
594;7846;8401;0,386821065;5,77E-10;1,02E-05;FALSE;gamma;5,11E-38;22,65105534;;;
566;7678;8261;0,386339662;2,51E-10;1,17E-05;FALSE;gamma;8,36E-36;22,6468277;;;
560;7666;8255;0,389522085;1,02E-10;2,79E-06;FALSE;gamma;4,54E-40;22,64451981;;;
450;7849;8398;0,386416944;7,22E-10;1,10E-05;FALSE;gamma;6,22E-38;22,64295197;;;
581;7708;8276;0,388555804;2,92E-10;1,03E-05;FALSE;gamma;1,65E-36;22,64267731;;;
596;7738;8291;0,389071427;4,93E-10;2,23E-05;FALSE;gamma;2,79E-36;22,64060879;;;
580;7706;8275;0,388806834;2,70E-10;9,60E-06;FALSE;gamma;1,13E-36;22,64060879;;;
18;4397;4978;0,398281062;4,37E-05;0,00944666;FALSE;weibull;2,97E-48;22,63543463;;;
576;7698;8271;0,38679617;2,89E-10;1,22E-05;FALSE;gamma;1,92E-36;22,63329506;;;
582;7710;8277;0,387882445;3,18E-10;1,10E-05;FALSE;gamma;2,40E-36;22,62154388;;;
583;7712;8278;0,387700471;3,42E-10;1,14E-05;FALSE;gamma;3,60E-36;22,61600113;;;
17;4395;4977;0,399772759;3,13E-05;0,006965556;FALSE;weibull;2,11E-47;22,61498642;;;
564;7674;8259;0,387608969;1,79E-10;7,09E-06;FALSE;gamma;4,19E-36;22,61277008;;;
579;7704;8274;0,388550709;2,55E-10;9,04E-06;FALSE;gamma;7,74E-37;22,61012077;;;
565;7676;8260;0,386526738;2,12E-10;8,96E-06;FALSE;gamma;6,03E-36;22,59645462;;;
563;7672;8258;0,388160001;1,52E-10;5,41E-06;FALSE;gamma;3,05E-36;22,59167099;;;
573;7692;8268;0,386726419;2,26E-10;9,24E-06;FALSE;gamma;6,22E-37;22,58141327;;;
562;7670;8257;0,388708418;1,29E-10;4,12E-06;FALSE;gamma;2,23E-37;22,57913208;;;
526;7572;8145;0,391520993;8,97E-13;9,79E-12;FALSE;gamma;7,68E-35;22,55720234;;;
572;7690;8267;0,386541065;2,62E-10;1,19E-05;FALSE;gamma;4,13E-37;22,55653286;;;
15;4391;4975;0,403418538;1,36E-05;0,002748483;FALSE;weibull;9,83E-48;22,55483437;;;
16;4393;4976;0,401665599;2,06E-05;0,004580631;FALSE;weibull;1,44E-47;22,55149937;;;
571;7688;8266;0,386559206;3,29E-10;1,51E-05;FALSE;gamma;2,84E-37;22,51962471;;;
525;7570;8144;0,390631407;9,60E-13;1,26E-11;FALSE;gamma;4,42E-34;22,51871681;;;
595;7848;8402;0,385649458;6,12E-10;1,03E-05;FALSE;gamma;2,68E-38;22,51291656;;;
19;4399;4979;0,395682373;6,04E-05;0,011875099;FALSE;weibull;6,02E-46;22,50746536;;;
524;7568;8143;0,390455563;8,85E-13;1,02E-11;FALSE;gamma;2,84E-34;22,50723934;;;
156;7178;7771;0,457857317;7,50E-08;5,04E-06;FALSE;weibull;7,16E-48;22,50701237;;;
501;7522;8120;0,380585925;1,71E-12;9,26E-13;FALSE;gamma;5,30E-35;22,50084877;;;
472;8240;8817;0,662382806;5,90E-13;5,60E-17;FALSE;weibull;1,64E-96;22,49836159;;;
523;7566;8142;0,389903689;7,05E-13;5,40E-12;FALSE;gamma;2,03E-34;22,49576187;;;
575;7696;8270;0,386598407;2,71E-10;1,15E-05;FALSE;gamma;1,32E-36;22,47751808;;;
157;7180;7772;0,456676786;9,22E-08;6,62E-06;FALSE;weibull;3,59E-47;22,45145035;;;
502;7524;8121;0,380187207;1,95E-12;1,27E-12;FALSE;gamma;2,60E-35;22,43942547;;;
509;7538;8128;0,386357761;1,93E-13;2,87E-13;FALSE;gamma;2,51E-34;22,40405083;;;
512;7544;8131;0,385284868;2,13E-13;2,81E-13;FALSE;gamma;1,84E-33;22,4021349;;;
522;7564;8141;0,388449962;5,32E-13;2,53E-12;FALSE;gamma;1,63E-34;22,39899731;;;
574;7694;8269;0,386599641;2,52E-10;1,07E-05;FALSE;gamma;3,11E-37;22,3985033;;;
596;7850;8403;0,385304866;5,43E-10;7,93E-06;FALSE;gamma;1,35E-38;22,39454269;;;
599;7856;8406;0,386747403;7,89E-10;1,31E-05;FALSE;gamma;4,24E-38;22,39370728;;;
511;7542;8130;0,385718016;2,51E-13;5,83E-13;FALSE;gamma;3,27E-33;22,39043045;;;
510;7540;8129;0,386032577;2,08E-13;3,25E-13;FALSE;gamma;9,65E-34;22,3898735;;;
