"";"initialIndex";"finalIndex";"cv";"shapiro";"ad";"normality";"bestDistFit";"runs";"IQR"
"299";"1696";"1932";"0,381134200187247";"2,00684387031855e-06";"3,46006306504136e-08";"FALSE";"weibull";"3,94707141753969e-42";"27,4170417785644"
"300";"1698";"1933";"0,382403511996546";"1,64293977108866e-06";"2,28030691307751e-08";"FALSE";"weibull";"6,42584073151166e-42";"27,666118144989"
"1";"8441";"8690";"0,663333633427651";"4,22076340783766e-09";"1,37949935595222e-10";"FALSE";"gamma";"1,72719058996026e-36";"10,7744780778885"
"2";"8443";"8691";"0,656425982529409";"1,83240219058679e-09";"3,65547483693611e-11";"FALSE";"gamma";"2,47601818756482e-36";"10,8732166290283"
"3";"8445";"8692";"0,655821953441157";"2,32041898666648e-09";"4,96420212200827e-11";"FALSE";"gamma";"4,20541849036219e-36";"11,3735913038254"
"4";"8447";"8693";"0,655726878629461";"3,18051649781939e-09";"7,06647328084158e-11";"FALSE";"gamma";"6,06358715002464e-36";"11,4345166683197"
"5";"8449";"8694";"0,657232035574916";"3,82900508366061e-09";"6,66976420046799e-11";"FALSE";"gamma";"4,78898704897973e-35";"11,4662200212479"
"6";"8451";"8695";"0,662030784804294";"2,43935473807192e-09";"2,2156520254016e-11";"FALSE";"gamma";"1,4892724372732e-35";"11,4753575325013"
"7";"8453";"8696";"0,659155910118412";"2,68624364311775e-09";"2,12836279045716e-11";"FALSE";"gamma";"6,24520521807649e-34";"11,4845079183579"
"8";"8455";"8697";"0,657438532460059";"3,78385329447432e-09";"3,97602641019816e-11";"FALSE";"gamma";"9,73070754086893e-34";"11,4961726665497"
"9";"8457";"8698";"0,652809528798456";"3,00566538777143e-09";"2,47870820640241e-11";"FALSE";"gamma";"1,51736480101782e-33";"11,6303279399871"
"10";"8459";"8699";"0,648738416932153";"4,31694058677337e-09";"4,07129157681344e-11";"FALSE";"gamma";"5,4089726041669e-32";"11,6495823860169"
"11";"8461";"8700";"0,643340494212312";"6,63983742457929e-09";"7,350520495988e-11";"FALSE";"gamma";"9,87720342001763e-32";"11,6351727247238"
"12";"8463";"8701";"0,638395346963411";"1,18906508231974e-08";"2,34006765903925e-10";"FALSE";"gamma";"2,98209886825086e-32";"11,7077050209045"
"13";"8465";"8702";"0,6389083061528";"1,48390105150554e-08";"3,3762788974612e-10";"FALSE";"weibull";"9,69002145909262e-33";"11,909166097641"
"14";"8467";"8703";"0,632217687015131";"2,61279339361724e-08";"1,01046571304047e-09";"FALSE";"weibull";"6,74688034531343e-34";"11,8751349449158"
"15";"8469";"8704";"0,626719077526303";"4,74731156749846e-08";"3,32663903579822e-09";"FALSE";"weibull";"6,15122167055852e-31";"11,9747477769852"
"16";"3368";"3617";"0,417618879295246";"2,47918515046567e-05";"0,000355905639072046";"FALSE";"gamma";"1,49657859681204e-08";"10,1621749401093"
"17";"3370";"3618";"0,417985043239042";"2,93139517056924e-05";"0,00045523577752935";"FALSE";"gamma";"9,94430785982043e-09";"10,2282161712647"
"18";"3372";"3619";"0,419332931556156";"3,38547876439639e-05";"0,000445931016835331";"FALSE";"gamma";"1,38429739832161e-09";"10,3021540641785"
"19";"3374";"3620";"0,421867731811021";"3,91799701783545e-05";"0,000351366042880914";"FALSE";"gamma";"1,00580693572099e-08";"10,6171550750733"
"20";"3376";"3621";"0,421754230870067";"3,54254741725698e-05";"0,000384524055010357";"FALSE";"gamma";"2,83225296056014e-09";"10,4500298500061"
"21";"3378";"3622";"0,421832162634796";"5,14298186344879e-05";"0,000556895706783253";"FALSE";"gamma";"1,70315838363344e-09";"10,7103424072266"
"22";"3380";"3623";"0,421985878007085";"6,61017080268591e-05";"0,000762444405087573";"FALSE";"gamma";"2,44285544747408e-09";"10,8697471618653"
"23";"3382";"3624";"0,431274449230602";"1,52992093643817e-05";"0,000222731812494028";"FALSE";"gamma";"3,23597549132318e-09";"11,2762870788574"
"24";"3384";"3625";"0,432880882956796";"2,31607189838303e-05";"0,000269566925121356";"FALSE";"gamma";"1,78365720912467e-10";"11,4384942054749"
"25";"3386";"3626";"0,435430439034682";"2,46772769298483e-05";"0,000218503270458088";"FALSE";"gamma";"2,22752629364368e-10";"11,5300426483155"
"26";"3388";"3627";"0,434594856767251";"4,61951162260488e-05";"0,000377355754431128";"FALSE";"gamma";"1,66899029534244e-09";"11,4018487930298"
"27";"3390";"3628";"0,438776236169423";"2,74054734435371e-05";"0,000197086780396986";"FALSE";"gamma";"4,68653467830053e-10";"11,6049718856812"
"28";"3392";"3629";"0,438534127284045";"4,94231307618429e-05";"0,000361673181646105";"FALSE";"gamma";"3,75642385007802e-09";"11,5263423919678"
"29";"3394";"3630";"0,437304114137604";"5,83916303715551e-05";"0,000530002954388946";"FALSE";"gamma";"2,23326721965949e-09";"11,5008506774903"
"30";"3396";"3631";"0,44019446645251";"3,49220560816717e-05";"0,000210369812152655";"FALSE";"gamma";"3,23220378162064e-09";"11,4629497528077"
"31";"7569";"7818";"0,296408927890911";"2,93687272142115e-07";"0,000126204446967262";"FALSE";"gamma";"1,71638627615454e-08";"14,6948752403259"
"32";"7571";"7819";"0,298448669306489";"3,2546307849743e-07";"0,000155503204085607";"FALSE";"gamma";"1,15090317472053e-08";"14,811487197876"
"33";"7573";"7820";"0,299561515590897";"2,53913688116777e-07";"0,000123908685850283";"FALSE";"lnorm";"1,49194954162579e-09";"14,897943019867"
"34";"7575";"7821";"0,299794438410226";"2,96857523145676e-07";"0,000154900947132835";"FALSE";"gamma";"8,9120891972087e-10";"14,9632558822632"
"35";"7577";"7822";"0,302023913602816";"2,38145088244281e-07";"9,76081746726875e-05";"FALSE";"lnorm";"1,07821604978812e-10";"15,269980430603"
"36";"7579";"7823";"0,305297341904915";"1,06545703777619e-06";"0,000263435517614232";"FALSE";"gamma";"1,45235514340029e-10";"15,4646129608154"
"37";"7581";"7824";"0,307588137070813";"1,4168785229877e-06";"0,000415701039198498";"FALSE";"gamma";"1,82631061140128e-10";"15,5452351570129"
"38";"7583";"7825";"0,307694385265849";"1,61235215492817e-06";"0,000482285611133741";"FALSE";"gamma";"1,13472159168379e-10";"15,4764261245728"
"39";"7585";"7826";"0,308381821152844";"9,37752751447289e-07";"0,000276800745448916";"FALSE";"gamma";"3,7712164282025e-09";"15,2494235038757"
"40";"7587";"7827";"0,30804128068016";"6,1486064000058e-07";"0,000187118453802281";"FALSE";"gamma";"2,29568254640452e-09";"14,8459377288818"
