"";"initialIndex";"finalIndex";"shapiro";"ad";"normality";"trend";"outliers";"snht";"grubbs";"pettitt";"lanzante";"buishandU";"buishandRange"
"186";"1358";"1950";"6,27657512543596e-15";"5,06890604022507e-24";"FALSE";"increase";"TRUE";"0,722";"2,91846673423635e-05";"1,43191447147921";"0,412724084950173";"NaN";"NaN"
"187";"1360";"1951";"4,8843430588138e-15";"3,7e-24";"FALSE";"increase";"TRUE";"0,748";"2,87169354109551e-05";"1,48423038713805";"0,43916037736363";"NaN";"NaN"
"188";"1362";"1952";"5,43728937868293e-15";"3,7e-24";"FALSE";"increase";"TRUE";"0,299";"3,26721261223462e-05";"1,44229463874396";"0,418113941671278";"NaN";"NaN"
"189";"1364";"1953";"7,96353578312955e-15";"3,7e-24";"FALSE";"increase";"TRUE";"0,897666666666667";"3,64267469876722e-05";"1,49025861048203";"0,442551777904181";"NaN";"NaN"
"190";"1366";"1954";"1,20377414766829e-14";"7,59531362194045e-24";"FALSE";"increase";"TRUE";"0,501";"3,96939029165821e-05";"1,51149894749719";"0,262133293309517";"NaN";"NaN"
"191";"1368";"1955";"1,82612646133402e-14";"2,11270590564446e-23";"FALSE";"increase";"TRUE";"0,891333333333333";"4,29558062416957e-05";"1,49633883799725";"0,445946186508542";"NaN";"NaN"
"192";"1370";"1956";"1,54418133751584e-14";"9,46287878539939e-24";"FALSE";"increase";"TRUE";"0,992333333333333";"4,3169755293615e-05";"1,39930857757882";"0,397810968747456";"NaN";"NaN"
"193";"1372";"1957";"1,61494983579967e-14";"9,59920747236683e-24";"FALSE";"increase";"TRUE";"0,999333333333333";"4,35541143600782e-05";"1,41579956193165";"0,405746988993267";"NaN";"NaN"
"194";"1374";"1958";"1,80384998792185e-14";"1,35076458336629e-23";"FALSE";"increase";"TRUE";"1";"4,43362372637424e-05";"1,40345125145567";"0,39992737287635";"NaN";"NaN"
"195";"1376";"1959";"1,68568305242746e-14";"9,12056280399128e-24";"FALSE";"increase";"TRUE";"1";"4,41390149479304e-05";"1,48906183151724";"0,4424510373291";"NaN";"NaN"
"196";"1378";"1960";"1,80905531707578e-14";"1,05163501283281e-23";"FALSE";"increase";"TRUE";"1";"4,47356513892938e-05";"1,49130787796181";"0,443665847781727";"NaN";"NaN"
"197";"1380";"1961";"1,57815800031658e-14";"5,25802687278094e-24";"FALSE";"increase";"TRUE";"1";"4,50806538901949e-05";"1,38401427320943";"0,390944992711527";"NaN";"NaN"
"198";"1382";"1962";"2,01927496748909e-14";"1,30960791757905e-23";"FALSE";"increase";"TRUE";"0,998666666666667";"4,62300782233527e-05";"1,33876623364041";"0,370379273955896";"NaN";"NaN"
"199";"1384";"1963";"2,04008676637969e-14";"1,10655108693774e-23";"FALSE";"increase";"TRUE";"0,999";"4,69352389520505e-05";"1,30429695319836";"0,355279819047411";"NaN";"NaN"
"200";"1386";"1964";"1,84531422307117e-14";"3,7e-24";"FALSE";"increase";"TRUE";"0,0723333333333333";"6,19947603008875e-05";"1,38376536193298";"0,390861873022925";"NaN";"NaN"
"201";"1388";"1965";"1,92703232113115e-14";"3,7e-24";"FALSE";"increase";"TRUE";"0,095";"7,5910223011233e-05";"1,34953794059283";"0,3751951806232";"NaN";"NaN"
"202";"1390";"1966";"2,82841971838166e-14";"4,91489371689855e-24";"FALSE";"increase";"TRUE";"0,0763333333333333";"8,02713347312078e-05";"1,2434588837653";"0,329669490368341";"NaN";"NaN"
"203";"1392";"1967";"3,14182100066412e-14";"6,66854972847313e-24";"FALSE";"increase";"TRUE";"0,241666666666667";"8,18048231820967e-05";"1,24281057799649";"0,329362670798366";"NaN";"NaN"
