"row","initialIndex","finalIndex","shapiro","ad","trend","runs","numRuns","ljung"
"1",4000,4202,1.56119502293148e-09,1.34236617085522e-15,0.00125046883062395,1.70294772120339e-39,9,0
"2",8300,8502,2.05200152341002e-20,3.7e-24,1.32701059214111e-06,2.09290327229526e-45,2,0
"3",9500,9702,1.67963223666485e-19,3.7e-24,9.16056611068991e-71,2.14282907564408e-45,2,0
"4",10800,11002,3.21453116433611e-25,3.7e-24,7.40103090785974e-16,5.88957203971784e-45,2,0
"5",11900,12102,2.39306673563694e-21,3.7e-24,0.943011068535488,2.4109313406069e-45,2,0
"6",14000,14202,5.79054263141938e-07,1.85543551781712e-08,3.4228901191472e-85,2.07862809966945e-45,2,0
"7",16000,16202,7.15879177421033e-27,3.7e-24,6.54156416683521e-13,1.68671393475922e-44,2,0
