"row","initialIndex","finalIndex","shapiro","ad","trend","runs","numRuns","ljung"
"1",1000,1202,6.83871807862226e-13,3.7e-24,2.43982463033772e-56,2.17812924408347e-45,2,0
"2",5350,5552,2.5587399268537e-27,3.7e-24,1.12483959751083e-54,0.00483004474024705,22,0.055375241249993
"3",10250,10452,3.29998664090651e-25,3.7e-24,1.78943389352096e-08,0.0553734460161116,39,0.00457236460055699
"4",12600,12802,3.79698468344931e-26,3.7e-24,0.119971986342495,0.0027423150162755,27,0.016756499871276
"5",13900,14102,1.04292124676038e-23,3.7e-24,2.07470172219272e-30,0.405494863397211,58,0.712260383719522
"6",16500,16702,7.59740337517658e-13,3.7e-24,8.44561732012573e-16,2.19928166673566e-45,2,0
"7",18650,18852,1.04265101838592e-28,3.7e-24,9.75264157553784e-77,0.59785914055505,15,0.733789450343219
