"row","initialIndex","finalIndex","shapiro","ad","trend","runs","numRuns","ljung"
"1",4000,5210,2.70484739565595e-28,3.7e-24,2.92913081062061e-10,2.52319617491265e-260,7,0
"2",8000,9210,4.89061408351486e-41,3.7e-24,9.74215581072431e-37,8.74884477959531e-264,3,0
"3",9300,10510,4.87334613894842e-39,3.7e-24,9.78522885416907e-16,8.73588186710977e-264,3,0
"4",10500,11710,2.47946322385941e-41,3.7e-24,1.2022304282893e-54,8.74884477959531e-264,3,0
"5",11800,13010,6.86088113233966e-35,3.7e-24,2.04302786329812e-09,2.73207055055415e-260,7,0
"6",14000,15210,1.77282308101594e-23,3.7e-24,0,6.06253644298085e-263,4,0
"7",15600,16810,2.54741552921565e-44,3.7e-24,5.66361321442243e-199,8.73588186710977e-264,3,0
