"row","initialIndex","finalIndex","shapiro","ad","trend","runs","numRuns","ljung"
"1",2000,2202,9.86194729042572e-06,8.12953158149834e-06,4.93596679687291e-88,2.08227099815192e-45,2,0
"2",5300,5502,5.17439060192475e-07,1.39516232272254e-08,3.10214866074572e-92,1.11312888463981e-43,4,0
"3",6600,6802,4.13401876659084e-19,3.7e-24,6.65526970479121e-56,2.15936380181526e-45,2,0
"4",9000,9202,3.12051029507543e-20,3.7e-24,1.02381899797101e-06,2.0782245117627e-45,2,0
"5",12700,12902,8.45482103272131e-24,3.7e-24,0.884957581870048,5.88957203971784e-45,2,0
"6",13900,14102,1.25921029171515e-23,3.7e-24,4.21556678685356e-25,3.82757831196042e-45,2,0
"7",16300,16502,7.06107288112203e-22,3.7e-24,3.89324098070327e-13,2.63648019098038e-45,2,0
