time,hygrometer,moisture,air_humidity,tempC,tempF,error,annotation
21-08-18T14:33:04,544,47,61.00,25.60,78.08,0,None
21-08-18T14:35:04,544,47,61.00,25.60,78.08,0,None
21-08-18T14:37:04,544,47,62.00,25.70,78.26,0,None
21-08-18T14:39:04,545,47,63.00,25.80,78.44,0,None
21-08-18T14:41:04,543,47,63.00,25.80,78.44,0,None
21-08-18T14:43:04,546,47,64.00,25.80,78.44,0,None
21-08-18T14:45:04,543,47,64.00,25.80,78.44,0,None
21-08-18T14:47:04,544,47,64.00,25.70,78.26,0,None
21-08-18T14:49:04,545,47,63.00,25.60,78.08,0,None
21-08-18T14:51:04,545,47,64.00,25.70,78.26,0,None
21-08-18T14:53:04,545,47,64.00,26.00,78.80,0,None
21-08-18T14:55:04,546,47,63.00,25.80,78.44,0,None
21-08-18T14:57:04,547,47,63.00,25.70,78.26,0,None
21-08-18T14:59:04,550,47,63.00,25.60,78.08,0,None
21-08-18T15:01:04,548,47,63.00,25.60,78.08,0,None
21-08-18T15:03:04,547,47,63.00,25.80,78.44,0,None
21-08-18T15:05:04,548,47,63.00,25.90,78.62,0,None
21-08-18T15:07:04,549,47,62.00,25.70,78.26,0,None
21-08-18T15:09:04,550,47,62.00,25.60,78.08,0,None
21-08-18T15:11:04,552,47,62.00,25.60,78.08,0,None
21-08-18T15:13:04,553,46,62.00,25.60,78.08,0,None
21-08-18T15:15:04,551,47,62.00,25.50,77.90,0,None
21-08-18T15:17:04,550,47,63.00,25.50,77.90,0,None
21-08-18T15:19:04,549,47,63.00,25.80,78.44,0,None
21-08-18T15:21:04,549,47,63.00,25.90,78.62,0,None
21-08-18T15:23:04,552,47,62.00,25.70,78.26,0,None
21-08-18T15:25:04,552,47,62.00,25.60,78.08,0,None
21-08-18T15:27:04,551,47,63.00,25.60,78.08,0,None
21-08-18T15:29:04,550,47,63.00,25.80,78.44,0,None
21-08-18T15:31:04,554,46,63.00,26.00,78.80,0,None
21-08-18T15:33:04,551,47,62.00,25.80,78.44,0,None
21-08-18T15:35:04,552,47,62.00,25.60,78.08,0,None
21-08-18T15:37:04,552,47,62.00,25.60,78.08,0,None
21-08-18T15:39:04,548,47,63.00,25.50,77.90,0,None
21-08-18T15:41:04,549,47,63.00,25.70,78.26,0,None
21-08-18T15:43:04,552,47,63.00,25.90,78.62,0,None
21-08-18T15:45:05,554,46,63.00,25.70,78.26,0,None
21-08-18T15:47:05,555,46,63.00,25.60,78.08,0,None
21-08-18T15:49:05,553,46,63.00,25.70,78.26,0,None
21-08-18T15:51:05,554,46,64.00,26.00,78.80,0,None
21-08-18T15:53:05,554,46,63.00,25.90,78.62,0,None
21-08-18T15:55:05,551,47,63.00,25.80,78.44,0,None
21-08-18T15:57:05,553,46,63.00,25.90,78.62,0,None
21-08-18T15:59:05,553,46,63.00,26.10,78.98,0,None
21-08-18T16:01:05,553,46,64.00,26.10,78.98,0,None
21-08-18T16:03:05,553,46,63.00,26.00,78.80,0,None
21-08-18T16:05:05,553,46,63.00,26.00,78.80,0,None
21-08-18T16:07:05,553,46,63.00,25.90,78.62,0,None
21-08-18T16:09:05,552,47,63.00,26.10,78.98,0,None
21-08-18T16:11:05,552,47,63.00,26.10,78.98,0,None
21-08-18T16:13:05,555,46,63.00,26.10,78.98,0,None
21-08-18T16:15:05,554,46,62.00,26.00,78.80,0,None
21-08-18T16:17:05,554,46,62.00,26.00,78.80,0,None
21-08-18T16:19:05,555,46,63.00,26.10,78.98,0,None
21-08-18T16:21:05,555,46,62.00,26.20,79.16,0,None
21-08-18T16:23:05,555,46,62.00,26.10,78.98,0,None
21-08-18T16:25:05,554,46,62.00,26.00,78.80,0,None
21-08-18T16:27:05,559,46,61.00,26.00,78.80,0,None
21-08-18T16:29:05,557,46,62.00,26.10,78.98,0,None
21-08-18T16:31:05,556,46,62.00,26.20,79.16,0,None
21-08-18T16:33:05,555,46,61.00,26.10,78.98,0,None
21-08-18T16:35:05,555,46,61.00,26.00,78.80,0,None
21-08-18T16:37:05,557,46,61.00,26.00,78.80,0,None
21-08-18T16:39:05,557,46,62.00,26.20,79.16,0,None
21-08-18T16:41:05,557,46,61.00,26.20,79.16,0,None
21-08-18T16:43:05,556,46,61.00,26.10,78.98,0,None
21-08-18T16:45:05,555,46,61.00,26.10,78.98,0,None
21-08-18T16:47:05,555,46,62.00,26.30,79.34,0,None
21-08-18T16:49:05,553,46,61.00,26.20,79.16,0,None
21-08-18T16:51:05,551,47,61.00,26.10,78.98,0,None
21-08-18T16:53:05,553,46,60.00,26.10,78.98,0,None
21-08-18T16:55:05,554,46,61.00,26.10,78.98,0,None
21-08-18T16:57:05,554,46,61.00,26.30,79.34,0,None
21-08-18T16:59:06,553,46,61.00,26.20,79.16,0,None
21-08-18T17:01:06,555,46,60.00,26.10,78.98,0,None
21-08-18T17:03:06,554,46,61.00,26.20,79.16,0,None
21-08-18T17:05:06,553,46,61.00,26.30,79.34,0,None
21-08-18T17:07:06,552,47,61.00,26.10,78.98,0,None
21-08-18T17:09:06,550,47,60.00,26.00,78.80,0,None
21-08-18T17:11:06,552,47,61.00,26.00,78.80,0,None
21-08-18T17:13:06,552,47,61.00,26.20,79.16,0,None
21-08-18T17:15:06,553,46,62.00,26.40,79.52,0,None
21-08-18T17:17:06,557,46,62.00,26.30,79.34,0,None
21-08-18T17:19:06,556,46,61.00,26.10,78.98,0,None
21-08-18T17:21:06,556,46,61.00,26.10,78.98,0,None
21-08-18T17:23:06,555,46,61.00,26.00,78.80,0,None
21-08-18T17:25:06,556,46,61.00,26.00,78.80,0,None
21-08-18T17:27:06,557,46,61.00,26.20,79.16,0,None
21-08-18T17:29:06,556,46,62.00,26.40,79.52,0,None
21-08-18T17:31:06,554,46,62.00,26.30,79.34,0,None
21-08-18T17:33:06,555,46,61.00,26.20,79.16,0,None
21-08-18T17:35:06,557,46,61.00,26.10,78.98,0,None
21-08-18T17:37:06,555,46,61.00,26.20,79.16,0,None
21-08-18T17:39:06,554,46,62.00,26.40,79.52,0,None
21-08-18T17:41:06,554,46,62.00,26.40,79.52,0,None
21-08-18T17:43:06,555,46,62.00,26.30,79.34,0,None
21-08-18T17:45:06,555,46,61.00,26.10,78.98,0,None
21-08-18T17:47:06,555,46,62.00,26.20,79.16,0,None
21-08-18T17:49:06,554,46,62.00,26.30,79.34,0,None
21-08-18T17:51:06,556,46,61.00,26.30,79.34,0,None
21-08-18T17:53:06,554,46,61.00,26.20,79.16,0,None
21-08-18T17:55:06,556,46,61.00,26.20,79.16,0,None
21-08-18T17:57:06,553,46,61.00,26.10,78.98,0,None
21-08-18T17:59:06,555,46,61.00,26.10,78.98,0,None
21-08-18T18:01:06,554,46,61.00,26.20,79.16,0,None
21-08-18T18:03:06,554,46,62.00,26.40,79.52,0,None
21-08-18T18:05:06,554,46,62.00,26.30,79.34,0,None
21-08-18T18:07:06,555,46,61.00,26.20,79.16,0,None
21-08-18T18:09:06,555,46,61.00,26.10,78.98,0,None
21-08-18T18:11:06,556,46,61.00,26.10,78.98,0,None
21-08-18T18:13:06,556,46,61.00,26.10,78.98,0,None
21-08-18T18:15:07,556,46,61.00,26.30,79.34,0,None
21-08-18T18:17:07,555,46,61.00,26.20,79.16,0,None
21-08-18T18:19:07,556,46,61.00,26.20,79.16,0,None
21-08-18T18:21:07,738,28,61.00,26.20,79.16,0,None
21-08-18T18:23:07,766,26,62.00,26.40,79.52,0,None
21-08-18T18:25:07,772,25,62.00,26.40,79.52,0,None
21-08-18T18:27:07,757,27,62.00,26.30,79.34,0,None
21-08-18T18:29:07,737,28,61.00,26.20,79.16,0,None
21-08-18T18:31:07,739,28,61.00,26.10,78.98,0,None
21-08-18T18:33:07,582,44,61.00,26.00,78.80,0,None
21-08-18T18:35:07,616,40,61.00,25.90,78.62,0,None
21-08-18T18:37:07,648,37,61.00,26.00,78.80,0,None
21-08-18T18:39:07,661,36,61.00,26.20,79.16,0,None
21-08-18T18:41:07,578,44,61.00,26.00,78.80,0,None
21-08-18T18:43:07,601,42,62.00,26.10,78.98,0,None
21-08-18T18:45:07,581,44,62.00,26.20,79.16,0,None
21-08-18T18:47:07,695,33,61.00,26.00,78.80,0,None
21-08-18T18:49:07,600,42,61.00,25.90,78.62,0,None
21-08-18T18:51:07,778,24,61.00,25.90,78.62,0,None
21-08-18T18:53:07,673,35,61.00,25.80,78.44,0,None
21-08-18T18:55:07,637,38,61.00,26.00,78.80,0,None
21-08-18T18:57:07,615,40,62.00,26.30,79.34,0,None
21-08-18T18:59:07,637,38,61.00,26.20,79.16,0,None
21-08-18T19:01:07,780,24,61.00,26.00,78.80,0,None
21-08-18T19:03:07,580,44,62.00,26.10,78.98,0,None
21-08-18T19:05:07,785,24,62.00,26.30,79.34,0,None
21-08-18T19:07:07,665,35,62.00,26.40,79.52,0,None
21-08-18T19:09:07,647,37,62.00,26.50,79.70,0,None
21-08-18T19:11:07,754,27,62.00,26.50,79.70,0,None
21-08-18T19:13:07,707,31,62.00,26.60,79.88,0,None
21-08-18T19:15:07,654,37,62.00,26.60,79.88,0,None
21-08-18T19:17:07,697,32,62.00,26.70,80.06,0,None
21-08-18T19:19:07,767,26,62.00,26.70,80.06,0,None
21-08-18T19:21:07,752,27,62.00,26.70,80.06,0,None
21-08-18T19:23:07,726,30,62.00,26.80,80.24,0,None
21-08-18T19:25:07,753,27,62.00,26.80,80.24,0,None
21-08-18T19:27:07,746,28,62.00,26.80,80.24,0,None
21-08-18T19:29:07,749,27,63.00,26.80,80.24,0,None
21-08-18T19:31:08,765,26,63.00,26.80,80.24,0,None
21-08-18T19:33:08,749,27,63.00,26.90,80.42,0,None
21-08-18T19:35:08,565,45,64.00,27.00,80.60,0,None
21-08-18T19:37:08,742,28,65.00,27.00,80.60,0,None
21-08-18T19:39:08,711,31,66.00,27.00,80.60,0,None
21-08-18T19:41:08,586,43,67.00,27.10,80.78,0,None
21-08-18T19:43:08,654,37,67.00,27.10,80.78,0,None
21-08-18T19:45:08,671,35,67.00,27.10,80.78,0,None
21-08-18T19:47:08,585,43,68.00,27.10,80.78,0,None
21-08-18T19:49:08,732,29,68.00,27.10,80.78,0,None
21-08-18T19:51:08,629,39,68.00,27.10,80.78,0,None
21-08-18T19:53:08,693,33,68.00,27.10,80.78,0,None
21-08-18T19:55:08,699,32,68.00,27.10,80.78,0,None
21-08-18T19:57:08,697,32,68.00,27.10,80.78,0,None
21-08-18T19:59:08,668,35,68.00,27.20,80.96,0,None
21-08-18T20:01:08,693,33,68.00,27.20,80.96,0,None
21-08-18T20:03:08,706,31,68.00,27.20,80.96,0,None
21-08-18T20:05:08,701,32,68.00,27.20,80.96,0,None
21-08-18T20:07:08,701,32,68.00,27.20,80.96,0,None
21-08-18T20:09:08,693,33,68.00,27.20,80.96,0,None
21-08-18T20:11:08,603,42,68.00,27.20,80.96,0,None
21-08-18T20:13:08,562,46,68.00,27.20,80.96,0,None
21-08-18T20:15:08,670,35,68.00,27.20,80.96,0,None
21-08-18T20:17:08,589,43,68.00,27.20,80.96,0,None
21-08-18T20:19:08,621,40,68.00,27.20,80.96,0,None
21-08-18T20:21:08,654,37,68.00,27.20,80.96,0,None
21-08-18T20:23:08,637,38,68.00,27.30,81.14,0,None
21-08-18T20:25:08,595,42,68.00,27.30,81.14,0,None
21-08-18T20:27:08,625,39,68.00,27.30,81.14,0,None
21-08-18T20:29:08,580,44,68.00,27.30,81.14,0,None
21-08-18T20:31:08,590,43,68.00,27.30,81.14,0,None
21-08-18T20:33:08,625,39,68.00,27.30,81.14,0,None
21-08-18T20:35:08,599,42,68.00,27.30,81.14,0,None
21-08-18T20:37:08,590,43,68.00,27.30,81.14,0,None
21-08-18T20:39:08,553,46,68.00,27.30,81.14,0,None
21-08-18T20:41:08,593,43,68.00,27.30,81.14,0,None
21-08-18T20:43:08,586,43,68.00,27.30,81.14,0,None
21-08-18T20:45:09,684,34,68.00,27.30,81.14,0,None
21-08-18T20:47:09,571,45,68.00,27.30,81.14,0,None
21-08-18T20:49:09,668,35,68.00,27.30,81.14,0,None
21-08-18T20:51:09,658,36,68.00,27.30,81.14,0,None
21-08-18T20:53:09,591,43,68.00,27.30,81.14,0,None
21-08-18T20:55:09,600,42,68.00,27.40,81.32,0,None
21-08-18T20:57:09,587,43,68.00,27.30,81.14,0,None
21-08-18T20:59:09,589,43,68.00,27.30,81.14,0,None
21-08-18T21:01:09,706,31,68.00,27.40,81.32,0,None
21-08-18T21:03:09,582,44,68.00,27.40,81.32,0,None
21-08-18T21:05:09,696,32,68.00,27.40,81.32,0,None
21-08-18T21:07:09,661,36,68.00,27.40,81.32,0,None
21-08-18T21:09:09,712,31,68.00,27.40,81.32,0,None
21-08-18T21:11:09,608,41,68.00,27.40,81.32,0,None
21-08-18T21:13:09,716,31,68.00,27.40,81.32,0,None
21-08-18T21:15:09,698,32,68.00,27.40,81.32,0,None
21-08-18T21:17:09,680,34,68.00,27.40,81.32,0,None
21-08-18T21:19:09,671,35,68.00,27.40,81.32,0,None
21-08-18T21:21:09,687,33,68.00,27.40,81.32,0,None
21-08-18T21:23:09,566,45,68.00,27.40,81.32,0,None
21-08-18T21:25:09,641,38,68.00,27.40,81.32,0,None
21-08-18T21:27:09,654,37,68.00,27.50,81.50,0,None
21-08-18T21:29:09,644,38,68.00,27.50,81.50,0,None
21-08-18T21:31:09,665,35,68.00,27.50,81.50,0,None
21-08-18T21:33:09,720,30,68.00,27.50,81.50,0,None
21-08-18T21:35:09,717,30,68.00,27.50,81.50,0,None
21-08-18T21:37:09,702,32,68.00,27.50,81.50,0,None
21-08-18T21:39:09,703,32,68.00,27.50,81.50,0,None
21-08-18T21:41:09,699,32,68.00,27.50,81.50,0,None
21-08-18T21:43:09,683,34,68.00,27.50,81.50,0,None
21-08-18T21:45:09,662,36,68.00,27.50,81.50,0,None
21-08-18T21:47:09,654,37,68.00,27.50,81.50,0,None
21-08-18T21:49:09,608,41,68.00,27.50,81.50,0,None
21-08-18T21:51:09,644,38,68.00,27.50,81.50,0,None
21-08-18T21:53:09,695,33,68.00,27.50,81.50,0,None
21-08-18T21:55:09,696,32,68.00,27.50,81.50,0,None
21-08-18T21:57:09,706,31,68.00,27.50,81.50,0,None
21-08-18T21:59:09,699,32,68.00,27.50,81.50,0,None
21-08-18T22:01:10,707,31,68.00,27.50,81.50,0,None
21-08-18T22:03:10,680,34,68.00,27.50,81.50,0,None
21-08-18T22:05:10,692,33,68.00,27.50,81.50,0,None
21-08-18T22:07:10,681,34,68.00,27.50,81.50,0,None
21-08-18T22:09:10,671,35,68.00,27.50,81.50,0,None
21-08-18T22:11:10,683,34,68.00,27.50,81.50,0,None
21-08-18T22:13:10,663,36,68.00,27.50,81.50,0,None
21-08-18T22:15:10,680,34,68.00,27.50,81.50,0,None
21-08-18T22:17:10,664,36,68.00,27.50,81.50,0,None
21-08-18T22:19:10,692,33,68.00,27.50,81.50,0,None
21-08-18T22:21:10,677,34,68.00,27.50,81.50,0,None
21-08-18T22:23:10,671,35,68.00,27.50,81.50,0,None
21-08-18T22:25:10,684,34,68.00,27.50,81.50,0,None
21-08-18T22:27:10,679,34,68.00,27.50,81.50,0,None
21-08-18T22:29:10,683,34,68.00,27.50,81.50,0,None
21-08-18T22:31:10,669,35,68.00,27.60,81.68,0,None
21-08-18T22:33:10,679,34,68.00,27.60,81.68,0,None
21-08-18T22:35:10,582,44,68.00,27.60,81.68,0,None
21-08-18T22:37:10,588,43,68.00,27.60,81.68,0,None
21-08-18T22:39:10,586,43,68.00,27.60,81.68,0,None
21-08-18T22:41:10,584,43,68.00,27.60,81.68,0,None
21-08-18T22:43:10,585,43,68.00,27.60,81.68,0,None
21-08-18T22:45:10,587,43,68.00,27.60,81.68,0,None
21-08-18T22:47:10,584,43,68.00,27.60,81.68,0,None
21-08-18T22:49:10,595,42,68.00,27.60,81.68,0,None
21-08-18T22:51:10,587,43,68.00,27.60,81.68,0,None
21-08-18T22:53:10,598,42,68.00,27.60,81.68,0,None
21-08-18T22:55:10,606,41,68.00,27.60,81.68,0,None
21-08-18T22:57:10,705,32,69.00,27.60,81.68,0,None
21-08-18T22:59:10,713,31,71.00,27.60,81.68,0,None
21-08-18T23:01:10,719,30,71.00,27.50,81.50,0,None
21-08-18T23:03:10,718,30,70.00,27.30,81.14,0,None
21-08-18T23:05:10,709,31,68.00,27.20,80.96,0,None
21-08-18T23:07:10,702,32,67.00,27.10,80.78,0,None
21-08-18T23:09:10,681,34,66.00,27.00,80.60,0,None
21-08-18T23:11:10,682,34,65.00,27.00,80.60,0,None
21-08-18T23:13:10,675,35,64.00,26.90,80.42,0,AirConditioningon
21-08-18T23:15:11,652,37,64.00,26.90,80.42,0,None
21-08-18T23:17:11,683,34,63.00,26.90,80.42,0,None
21-08-18T23:19:11,590,43,63.00,26.90,80.42,0,None
21-08-18T23:21:11,611,41,62.00,26.80,80.24,0,None
21-08-18T23:23:11,596,42,62.00,26.80,80.24,0,None
21-08-18T23:25:11,605,41,61.00,26.80,80.24,0,None
21-08-18T23:27:11,669,35,61.00,26.80,80.24,0,None
21-08-18T23:29:11,687,33,61.00,26.80,80.24,0,None
21-08-18T23:31:11,689,33,60.00,26.80,80.24,0,None
21-08-18T23:33:11,694,33,60.00,26.80,80.24,0,None
21-08-18T23:35:11,690,33,60.00,26.70,80.06,0,None
21-08-18T23:37:11,690,33,60.00,26.70,80.06,0,None
21-08-18T23:39:11,681,34,59.00,26.60,79.88,0,None
21-08-18T23:41:11,686,33,59.00,26.50,79.70,0,None
21-08-18T23:43:11,685,34,59.00,26.60,79.88,0,None
21-08-18T23:45:11,685,34,59.00,26.50,79.70,0,None
21-08-18T23:47:11,681,34,59.00,26.50,79.70,0,None
21-08-18T23:49:11,675,35,59.00,26.60,79.88,0,None
21-08-18T23:51:11,682,34,60.00,26.80,80.24,0,None
21-08-18T23:53:11,686,33,59.00,26.80,80.24,0,None
21-08-18T23:55:11,681,34,59.00,26.70,80.06,0,None
21-08-18T23:57:11,680,34,59.00,26.60,79.88,0,None
21-08-18T23:59:11,675,35,59.00,26.60,79.88,0,None
21-08-19T00:01:11,686,33,59.00,26.50,79.70,0,None
21-08-19T00:03:11,696,32,59.00,26.50,79.70,0,None
21-08-19T00:05:11,677,34,59.00,26.60,79.88,0,None
21-08-19T00:07:11,678,34,60.00,26.80,80.24,0,None
21-08-19T00:09:11,677,34,60.00,26.80,80.24,0,None
21-08-19T00:11:11,679,34,59.00,26.70,80.06,0,None
21-08-19T00:13:11,671,35,59.00,26.60,79.88,0,None
21-08-19T00:15:11,677,34,59.00,26.50,79.70,0,None
21-08-19T00:17:11,655,36,59.00,26.50,79.70,0,None
21-08-19T00:19:11,664,36,59.00,26.50,79.70,0,None
21-08-19T00:21:11,672,35,59.00,26.70,80.06,0,None
21-08-19T00:23:11,683,34,60.00,26.80,80.24,0,None
21-08-19T00:25:11,683,34,59.00,26.70,80.06,0,None
21-08-19T00:27:11,671,35,59.00,26.60,79.88,0,None
21-08-19T00:29:11,681,34,59.00,26.50,79.70,0,None
21-08-19T00:31:12,693,33,59.00,26.50,79.70,0,None
21-08-19T00:33:12,670,35,59.00,26.70,80.06,0,None
21-08-19T00:35:12,692,33,60.00,26.80,80.24,0,None
21-08-19T00:37:12,692,33,60.00,26.80,80.24,0,None
21-08-19T00:39:12,699,32,59.00,26.70,80.06,0,None
21-08-19T00:41:12,705,32,59.00,26.70,80.06,0,None
21-08-19T00:43:12,685,34,59.00,26.60,79.88,0,None
21-08-19T00:45:12,674,35,59.00,26.60,79.88,0,None
21-08-19T00:47:12,679,34,59.00,26.70,80.06,0,None
21-08-19T00:49:12,694,33,60.00,26.80,80.24,0,None
21-08-19T00:51:12,690,33,59.00,26.80,80.24,0,None
21-08-19T00:53:12,694,33,59.00,26.70,80.06,0,None
21-08-19T00:55:12,695,33,59.00,26.70,80.06,0,None
21-08-19T00:57:12,688,33,59.00,26.60,79.88,0,None
21-08-19T00:59:12,672,35,59.00,26.70,80.06,0,None
21-08-19T01:01:12,678,34,59.00,26.80,80.24,0,None
21-08-19T01:03:12,674,35,59.00,26.70,80.06,0,None
21-08-19T01:05:12,670,35,59.00,26.60,79.88,0,None
21-08-19T01:07:12,678,34,59.00,26.50,79.70,0,None
21-08-19T01:09:12,677,34,59.00,26.50,79.70,0,None
21-08-19T01:11:12,619,40,59.00,26.60,79.88,0,None
21-08-19T01:13:12,620,40,60.00,26.70,80.06,0,None
21-08-19T01:15:12,621,40,59.00,26.70,80.06,0,None
21-08-19T01:17:12,623,40,59.00,26.60,79.88,0,None
21-08-19T01:19:12,624,40,59.00,26.50,79.70,0,None
21-08-19T01:21:12,624,40,59.00,26.50,79.70,0,None
21-08-19T01:23:12,626,39,59.00,26.50,79.70,0,None
21-08-19T01:25:12,631,39,59.00,26.70,80.06,0,None
21-08-19T01:27:12,631,39,59.00,26.70,80.06,0,None
21-08-19T01:29:12,635,38,59.00,26.60,79.88,0,None
21-08-19T01:31:12,635,38,59.00,26.50,79.70,0,None
21-08-19T01:33:12,636,38,59.00,26.40,79.52,0,None
21-08-19T01:35:12,648,37,59.00,26.30,79.34,0,None
21-08-19T01:37:12,653,37,59.00,26.50,79.70,0,None
21-08-19T01:39:12,654,37,60.00,26.60,79.88,0,None
21-08-19T01:41:12,704,32,60.00,26.60,79.88,0,None
21-08-19T01:43:12,712,31,59.00,26.50,79.70,0,None
21-08-19T01:45:13,706,31,59.00,26.50,79.70,0,None
21-08-19T01:47:13,713,31,59.00,26.50,79.70,0,None
21-08-19T01:49:13,708,31,60.00,26.70,80.06,0,None
21-08-19T01:51:13,699,32,60.00,26.70,80.06,0,None
21-08-19T01:53:13,694,33,60.00,26.60,79.88,0,None
21-08-19T01:55:13,692,33,59.00,26.50,79.70,0,None
21-08-19T01:57:13,688,33,60.00,26.50,79.70,0,None
21-08-19T01:59:13,685,34,60.00,26.70,80.06,0,None
21-08-19T02:01:13,684,34,60.00,26.70,80.06,0,None
21-08-19T02:03:13,688,33,60.00,26.60,79.88,0,None
21-08-19T02:05:13,690,33,59.00,26.50,79.70,0,None
21-08-19T02:07:13,690,33,59.00,26.50,79.70,0,None
21-08-19T02:09:13,680,34,59.00,26.60,79.88,0,None
21-08-19T02:11:13,682,34,60.00,26.70,80.06,0,None
21-08-19T02:13:13,686,33,60.00,26.70,80.06,0,None
21-08-19T02:15:13,685,34,59.00,26.60,79.88,0,None
21-08-19T02:17:13,684,34,59.00,26.50,79.70,0,None
21-08-19T02:19:13,679,34,60.00,26.50,79.70,0,None
21-08-19T02:21:13,670,35,60.00,26.70,80.06,0,None
21-08-19T02:23:13,653,37,60.00,26.70,80.06,0,None
21-08-19T02:25:13,667,35,60.00,26.60,79.88,0,None
21-08-19T02:27:13,689,33,60.00,26.50,79.70,0,None
21-08-19T02:29:13,691,33,60.00,26.60,79.88,0,None
21-08-19T02:31:13,687,33,60.00,26.60,79.88,0,None
21-08-19T02:33:13,687,33,59.00,26.50,79.70,0,None
21-08-19T02:35:13,675,35,59.00,26.50,79.70,0,None
21-08-19T02:37:13,667,35,60.00,26.50,79.70,0,None
21-08-19T02:39:13,670,35,60.00,26.70,80.06,0,None
21-08-19T02:41:13,674,35,60.00,26.50,79.70,0,None
21-08-19T02:43:13,663,36,59.00,26.40,79.52,0,None
21-08-19T02:45:13,662,36,60.00,26.50,79.70,0,None
21-08-19T02:47:13,671,35,60.00,26.60,79.88,0,None
21-08-19T02:49:13,677,34,60.00,26.70,80.06,0,None
21-08-19T02:51:13,674,35,60.00,26.70,80.06,0,None
21-08-19T02:53:13,675,35,59.00,26.60,79.88,0,None
21-08-19T02:55:13,682,34,59.00,26.50,79.70,0,None
21-08-19T02:57:13,682,34,59.00,26.60,79.88,0,None
21-08-19T02:59:13,680,34,60.00,26.70,80.06,0,None
21-08-19T03:01:14,675,35,59.00,26.70,80.06,0,None
21-08-19T03:03:14,681,34,59.00,26.50,79.70,0,None
21-08-19T03:05:14,669,35,59.00,26.50,79.70,0,None
21-08-19T03:07:14,678,34,59.00,26.60,79.88,0,None
21-08-19T03:09:14,681,34,60.00,26.70,80.06,0,None
21-08-19T03:11:14,676,34,59.00,26.60,79.88,0,None
21-08-19T03:13:14,677,34,59.00,26.50,79.70,0,None
21-08-19T03:15:14,678,34,59.00,26.50,79.70,0,None
21-08-19T03:17:14,672,35,59.00,26.60,79.88,0,None
21-08-19T03:19:14,677,34,60.00,26.70,80.06,0,None
21-08-19T03:21:14,675,35,59.00,26.60,79.88,0,None
21-08-19T03:23:14,674,35,59.00,26.50,79.70,0,None
21-08-19T03:25:14,676,34,59.00,26.50,79.70,0,None
21-08-19T03:27:14,671,35,60.00,26.70,80.06,0,None
21-08-19T03:29:14,674,35,59.00,26.60,79.88,0,None
21-08-19T03:31:14,670,35,59.00,26.50,79.70,0,None
21-08-19T03:33:14,671,35,59.00,26.50,79.70,0,None
21-08-19T03:35:14,674,35,59.00,26.70,80.06,0,None
21-08-19T03:37:14,675,35,59.00,26.70,80.06,0,None
21-08-19T03:39:14,674,35,59.00,26.50,79.70,0,None
21-08-19T03:41:14,671,35,59.00,26.50,79.70,0,None
21-08-19T03:43:14,675,35,59.00,26.60,79.88,0,None
21-08-19T03:45:14,672,35,60.00,26.70,80.06,0,None
21-08-19T03:47:14,671,35,59.00,26.60,79.88,0,None
21-08-19T03:49:14,675,35,59.00,26.50,79.70,0,None
21-08-19T03:51:14,675,35,59.00,26.40,79.52,0,None
21-08-19T03:53:14,676,34,59.00,26.60,79.88,0,None
21-08-19T03:55:14,675,35,59.00,26.70,80.06,0,None
21-08-19T03:57:14,679,34,59.00,26.60,79.88,0,None
21-08-19T03:59:14,679,34,59.00,26.60,79.88,0,None
21-08-19T04:01:14,676,34,59.00,26.70,80.06,0,None
21-08-19T04:03:14,678,34,60.00,26.80,80.24,0,None
21-08-19T04:05:14,688,33,59.00,26.60,79.88,0,None
21-08-19T04:07:14,694,33,59.00,26.50,79.70,0,None
21-08-19T04:09:14,695,33,59.00,26.50,79.70,0,None
21-08-19T04:11:14,697,32,59.00,26.70,80.06,0,None
21-08-19T04:13:14,695,33,59.00,26.70,80.06,0,None
21-08-19T04:15:15,701,32,59.00,26.50,79.70,0,None
21-08-19T04:17:15,699,32,59.00,26.40,79.52,0,None
21-08-19T04:19:15,697,32,59.00,26.50,79.70,0,None
21-08-19T04:21:15,701,32,59.00,26.70,80.06,0,None
21-08-19T04:23:15,699,32,59.00,26.50,79.70,0,None
21-08-19T04:25:15,698,32,59.00,26.50,79.70,0,None
21-08-19T04:27:15,700,32,59.00,26.50,79.70,0,None
21-08-19T04:29:15,697,32,59.00,26.70,80.06,0,None
21-08-19T04:31:15,699,32,59.00,26.60,79.88,0,None
21-08-19T04:33:15,699,32,59.00,26.50,79.70,0,None
21-08-19T04:35:15,694,33,59.00,26.40,79.52,0,None
21-08-19T04:37:15,692,33,59.00,26.50,79.70,0,None
21-08-19T04:39:15,689,33,60.00,26.70,80.06,0,None
21-08-19T04:41:15,688,33,59.00,26.60,79.88,0,None
21-08-19T04:43:15,691,33,59.00,26.50,79.70,0,None
21-08-19T04:45:15,691,33,59.00,26.60,79.88,0,None
21-08-19T04:47:15,696,32,59.00,26.70,80.06,0,None
21-08-19T04:49:15,698,32,59.00,26.60,79.88,0,None
21-08-19T04:51:15,694,33,59.00,26.50,79.70,0,None
21-08-19T04:53:15,693,33,59.00,26.50,79.70,0,None
21-08-19T04:55:15,693,33,59.00,26.70,80.06,0,None
21-08-19T04:57:15,690,33,59.00,26.60,79.88,0,None
21-08-19T04:59:15,693,33,59.00,26.50,79.70,0,None
21-08-19T05:01:15,696,32,59.00,26.60,79.88,0,None
21-08-19T05:03:15,699,32,60.00,26.70,80.06,0,None
