"initialIndex","finalIndex","cv","shapiro","ad","normality","bestDistFit","runs","ljungBox","IQR"
"1","3187","3473","0.0407259735926921","9.39025171418423e-13","4.03325664797148e-24","FALSE","gamma","2.71626070525311e-60","0","2.5"
"2","3189","3474","0.0406792524907962","1.07325050341256e-12","6.45972591385523e-24","FALSE","norm","4.52117701249627e-60","0","2.475"
"3","3191","3475","0.0405939095242339","1.26501302575238e-12","1.08419686121256e-23","FALSE","norm","7.54117553893757e-60","0","2.3"
"4","3193","3476","0.0405336580022497","1.41946379176273e-12","1.57323203195893e-23","FALSE","norm","2.41017539248115e-61","0","2.3"
"5","3195","3477","0.0404506627910918","1.6437484321623e-12","2.50959517283767e-23","FALSE","weibull","3.99145025296262e-61","0","2.3"
"6","3197","3478","0.0403907597077299","1.83419559393824e-12","3.63210656369336e-23","FALSE","weibull","6.61791639908088e-61","0","2.2"
"7","3199","3479","0.0402895348372705","2.1202035839783e-12","5.57716735325408e-23","FALSE","weibull","1.09858436637315e-60","0","2.2"
"8","3201","3480","0.0401798436901137","2.42766351508589e-12","8.14432837369201e-23","FALSE","weibull","1.82591809475173e-60","0","2.2"
"9","3203","3481","0.0400346720320212","2.78193692217603e-12","1.08902983149204e-22","FALSE","weibull","3.0386466523053e-60","0","2.15"
"10","3205","3482","0.0398809704839568","3.15708463352682e-12","1.38325256738078e-22","FALSE","weibull","5.22641603141617e-55","0","2.1"
"11","3207","3483","0.0397372122187665","3.5339201691881e-12","1.72521834823353e-22","FALSE","weibull","8.72263472212293e-55","0","2.1"
"12","3209","3484","0.0395785910234502","3.84785237103565e-12","1.88271774961661e-22","FALSE","weibull","1.46159637811108e-54","0","2"
"13","3211","3485","0.0394173548346145","4.21356711468225e-12","2.11027850118123e-22","FALSE","weibull","2.45917699773178e-54","0","2"
"14","3213","3486","0.0392471971484925","4.55532192781299e-12","2.23070983768005e-22","FALSE","weibull","4.15513314453692e-54","0","2"
"15","3215","3487","0.0390678551188887","4.86037936919927e-12","2.22338947884106e-22","FALSE","weibull","7.05126829528806e-54","0","1.9"
"16","3217","3488","0.038838496729685","5.23841954445772e-12","2.05463945211755e-22","FALSE","weibull","1.20197468113774e-53","0","1.9"
"17","3219","3489","0.0386392607503112","5.46552327496905e-12","1.84752976663066e-22","FALSE","weibull","3.92907010525748e-55","0","1.9"
"18","3221","3490","0.0384089499257544","5.69819302271993e-12","1.55924410086722e-22","FALSE","weibull","6.56852408345184e-55","0","1.9"
"19","3223","3491","0.0381567620976857","6.13349078678914e-12","1.49099112231663e-22","FALSE","weibull","1.10178362461694e-54","0","1.9"
"20","3225","3492","0.0378483861745014","6.55538753424266e-12","1.26267863530273e-22","FALSE","weibull","1.85446085135062e-54","0","1.9"
"21","3227","3493","0.0375944531877455","6.83852149593569e-12","1.11563258174206e-22","FALSE","weibull","3.13240345361145e-54","0","1.9"
"22","3229","3494","0.0372973040954045","7.51141899030589e-12","1.17299393616212e-22","FALSE","weibull","5.31038446208872e-54","0","1.9"
"23","3231","3495","0.0370107347072543","8.03657197401669e-12","1.18426585758324e-22","FALSE","weibull","7.78329215784228e-54","0","1.9"
"24","3233","3496","0.0366491997282994","8.32698966285133e-12","8.62308154424399e-23","FALSE","weibull","1.29057488384137e-53","0","1.9"
"25","3235","3497","0.0363289069038341","9.18432149344111e-12","1.01786420329053e-22","FALSE","weibull","2.14706768110708e-53","0","1.8"
"26","3237","3498","0.0359528116386055","9.70409792152918e-12","8.75489034595025e-23","FALSE","weibull","3.58417056398876e-53","0","1.8"
