"row","initialIndex","finalIndex","shapiro","ad","trend","snht","snhtK","pettitt","pettittK","buishandU","buishandUK","buishandRange","buishandRangeK","lanzante","lanzanteK","grubbs","grubbsK"
"1","1000","2210","3.29318601732006e-14","3.7e-24","4.25973705032171e-28","0","122","1.20662143444192e-27","671","0","671","0","671","1.16950872840416e-29","671","0.0314819954033319","lowest value -0.0489999999999995 is an outlier"
"2","5200","6410","3.73966239771595e-52","3.7e-24","0.205375813767805","1","287","0.586691392631192","798","1","287","1","287","0.0949169522416164","798","0.0216745245189287","lowest value -51.985 is an outlier"
"3","9500","10710","1.07271389802467e-52","3.7e-24","0.414773988990337","1","1135","3.47281018667599e-12","213","1","953","1","953","4.05576486089381e-22","213","0.0056294813793456","lowest value -60.78 is an outlier"
"4","11900","13110","3.52027944539077e-52","3.7e-24","0.0191642970739324","1","1160","1.81790147551483e-05","458","1","829","1","829","6.18896327402693e-07","458","0.0184082405602926","highest value 65.327 is an outlier"
"5","13900","15110","5.65401223734574e-52","3.7e-24","0.694226009165696","1","47","1","303","1","47","1","47","0.274307805613712","303","0.050002060098302","lowest value -54.075 is an outlier"
"6","16000","17210","6.85677673434222e-26","3.7e-24","0.547829860660835","0.428","1199","0.179611814486452","665","0.476666666666667","346","0.147333333333333","346","0.0262746412315827","665","1.48207279782042e-08","lowest value -0.088000000000001 is an outlier"
"7","18600","19810","1.04546068089082e-52","3.7e-24","5.10730763383296e-16","1","176","8.10438384905569e-26","582","1","347","1","347","1.27488322533226e-27","582","0.0296741516303722","highest value 65.582 is an outlier"
