"row","initialIndex","finalIndex","shapiro","ad","trend","snht","snhtK","pettitt","pettittK","buishandU","buishandUK","buishandRange","buishandRangeK","lanzante","lanzanteK","grubbs","grubbsK"
"1","2000","3210","1.30193836828086e-31","3.7e-24","0.00223715356934369","0","283","6.58409508989908e-05","283","0","283","0","283","1.49502610636162e-08","283","9.91541293515752e-09","lowest value -0.039200000000001 is an outlier"
"2","5500","6710","4.91287195321493e-61","3.7e-24","1.42427484554479e-70","0.988666666666667","1102","6.33873638350706e-44","480","0.641666666666667","491","0.939","491","6.22370871263342e-59","480","0","lowest value -10.26 is an outlier"
"3","6700","7910","8.85837015750701e-27","3.7e-24","1.02169516636969e-19","0","144","3.34090715562714e-13","286","0","251","0","251","1.65661297351928e-19","286","3.88072685097995e-09","lowest value -0.303999999999998 is an outlier"
"4","8000","9210","3.35368071935324e-61","3.7e-24","0.261987127131198","0.867666666666667","927","6.46837254919679e-08","409","0.225333333333333","927","0.979","927","1.56080253627558e-13","409","0","lowest value -11.91 is an outlier"
"5","11800","13010","2.60026038249751e-60","3.7e-24","6.46984906854608e-13","0.930333333333333","238","1.82908648546023e-08","772","0.571","238","0.887","238","1.46653982780615e-11","772","0","highest value 9.135 is an outlier"
"6","14000","15210","3.3917658882107e-61","3.7e-24","0.00193417915757858","0.848666666666667","974","0.000417939920029214","441","0.262","974","0.982666666666667","974","1.83072165630182e-07","441","0","lowest value -11.404 is an outlier"
"7","15600","16810","4.45232014569279e-61","3.7e-24","9.6062555258007e-05","0.153333333333333","66","1.14344939856851e-07","773","0.231","584","0.961333333333333","584","1.37953189030553e-10","773","0","lowest value -16.335 is an outlier"
