"row","initialIndex","finalIndex","shapiro","ad","trend","snht","snhtK","pettitt","pettittK","buishandU","buishandUK","buishandRange","buishandRangeK","lanzante","lanzanteK","grubbs","grubbsK"
"1","1000","1202","3.66219828504976e-13","3.7e-24","1.72961379327231e-41","0","58","6.98291213675044e-32","87","0","68","0","68","5.07110134109407e-34","87","1","lowest value 18.05 is an outlier"
"2","5200","5402","5.95968093376092e-09","4.25981610898113e-14","1.20342764555754e-77","0","109","2.76904057950967e-33","104","0","105","0","105","8.42723423766594e-35","104","1","highest value 21.16 is an outlier"
"3","10250","10452","1.0993395237811e-24","3.7e-24","9.75345219271044e-14","0.0286666666666667","62","6.38797557858082e-11","86","0.00433333333333333","108","0.039","108","2.01070051929224e-12","86","0.126063436368086","highest value 94.395 is an outlier"
"4","11400","11602","1.0991297724801e-26","3.7e-24","4.97206503577394e-54","0","151","3.22081380552928e-16","83","0","121","0","121","4.20577418183027e-18","83","0.00234641179506689","highest value 71.26 is an outlier"
"5","13800","14002","4.79822239208393e-27","3.7e-24","1.803610348966e-38","0","140","1.79407916151287e-17","79","0","140","0.000333333333333333","140","9.91402635818498e-20","79","7.00326947966623e-06","highest value 74.795 is an outlier"
"6","16600","16802","4.07394995312564e-25","3.7e-24","1.92351763334727e-72","0","102","2.61091735383538e-33","102","0","102","0","102","8.40473862265372e-35","102","0.125607512080417","highest value 78.015 is an outlier"
"7","17500","17702","1.10487462465866e-25","3.7e-24","1.80624576145194e-28","0.019","67","7.24125547291539e-17","105","0.0706666666666667","67","0.0143333333333333","67","3.0055194206708e-18","105","0.0430580866947456","highest value 68.279 is an outlier"
