"row","initialIndex","finalIndex","shapiro","ad","trend","snht","snhtK","pettitt","pettittK","buishandU","buishandUK","buishandRange","buishandRangeK","lanzante","lanzanteK","grubbs","grubbsK"
"1","2000","2202","4.42493130823254e-07","3.52234524607668e-11","0.809723769431034","0.956666666666667","4","1","98","0.997333333333333","98","0.990666666666667","98","0.299876372834661","98","0.503506188922232","highest value 0.0196000000000005 is an outlier"
"2","5300","5502","2.45689598208513e-08","2.65624268711237e-15","0.486584906745368","0.977","77","0.836482084926051","78","0.606","77","0.720666666666667","77","0.1683455393196","78","0.0429340106879488","highest value 0.0199999999999996 is an outlier"
"3","9500","9702","3.70402047551417e-16","3.7e-24","0.450254219285043","0.0143333333333333","201","0.793117519087867","14","1","201","1","201","0.0074551442751974","14","0.0207799619475586","highest value 8.777 is an outlier"
"4","12000","12202","0.00853273512932038","0.000307199645548762","0.850523523488127","0.942666666666667","199","1","54","1","199","1","199","0.579941984371136","54","0.0688678263787477","highest value 15.383 is an outlier"
"5","14350","14552","3.59420754439067e-14","3.7e-24","0.879089591291027","0.939333333333333","200","0.92606048532038","122","1","149","1","149","0.204669549920997","122","0.0458000911499532","highest value 1.501 is an outlier"
"6","16750","16952","2.31985068537441e-16","3.7e-24","0.248666268102584","0.677","201","0.375985316376417","126","1","165","1","165","0.0588806559601686","126","3.39636519526287e-05","highest value 1.639 is an outlier"
"7","18000","18202","3.01263575864567e-10","3.7e-24","0.746567384277441","0.962333333333333","198","1","95","1","198","1","198","0.367797058732395","95","0.00660853760109648","highest value 10.181 is an outlier"
