"row","initialIndex","finalIndex","shapiro","ad","trend","snht","snhtK","pettitt","pettittK","buishandU","buishandUK","buishandRange","buishandRangeK","lanzante","lanzanteK","grubbs","grubbsK"
"1","2000","3210","2.82136277472664e-29","3.7e-24","0.617351799486902","0.911333333333333","288","0.863339174455644","331","0.525","331","0.666333333333333","331","0.141325142814427","331","0","highest value 0.0882000000000005 is an outlier"
"2","5300","6510","3.26857864423856e-40","3.7e-24","0.729955892442981","0","1205","0.0654011937950453","909","0.016","781","0.024","781","0.00212838262915346","909","0","lowest value -0.097999999999999 is an outlier"
"3","9500","10710","1.76602169036739e-34","3.7e-24","1.44932894519305e-05","1","205","1.25966980822967e-06","740","1","205","1","205","4.16616462305533e-08","740","0.00111459795374969","lowest value -12.154 is an outlier"
"4","11900","13110","4.61443361053754e-36","3.7e-24","0.189239875390313","1","150","0.207738659334007","912","1","518","1","518","0.0134755553850482","912","7.15526810113332e-05","lowest value -17.92 is an outlier"
"5","13900","15110","7.62425480198474e-35","3.7e-24","0.628766460326116","1","826","1","303","1","826","1","826","0.463075548002602","303","0.00020894543779959","highest value 2.241 is an outlier"
"6","16000","17210","1.25827866266875e-42","3.7e-24","0.847075156942072","1","1183","0.996302645737355","211","1","1183","1","1183","0.119084909156596","211","8.41696445874618e-08","highest value 1.639 is an outlier"
"7","17500","18710","2.87827416444716e-36","3.7e-24","0.00905901503075094","1","803","0.00145459906929921","903","1","803","1","803","1.17517870154961e-05","903","0.000308501084416157","highest value 12.303 is an outlier"
