"row","initialIndex","finalIndex","shapiro","ad","trend","snht","snhtK","pettitt","pettittK","buishandU","buishandUK","buishandRange","buishandRangeK","lanzante","lanzanteK","grubbs","grubbsK"
"1","2000","3210","1.30193836828086e-31","3.7e-24","0.00223715356934369","0","283","6.58409508989908e-05","283","0","283","0","283","1.49502610636162e-08","283","9.91541293515752e-09","lowest value -0.039200000000001 is an outlier"
"2","5200","6410","6.92983543948351e-40","3.7e-24","0.470702841120193","0.514666666666667","1209","0.931076555520761","527","1","849","1","849","0.210836637216514","527","8.60979176842136e-09","highest value 2.932 is an outlier"
"3","9500","10710","4.9113556756809e-33","3.7e-24","0.00303946055385129","1","125","0.0118207434487106","736","0.996666666666667","405","1","405","0.00103262526207033","736","0.00155309304117335","lowest value -3.261 is an outlier"
"4","11900","13110","2.3700819794507e-33","3.7e-24","1.6673017650267e-06","0.00166666666666667","462","2.07856367768125e-13","462","0.0136666666666667","462","0","462","1.58511283522986e-15","462","3.64392029883476e-07","highest value 0.401999999999997 is an outlier"
"5","13900","15110","8.76687291413012e-35","3.7e-24","0.757115879503982","1","1014","1","582","1","881","1","881","0.415426568824702","582","0.00156046016987821","lowest value -2.181 is an outlier"
"6","16000","17210","1.06015535930664e-42","3.7e-24","0.160880113704722","1","1208","0.241137073723583","562","1","961","1","961","0.0390435278633048","562","7.26888215618615e-06","lowest value -2.362 is an outlier"
"7","17500","18710","2.10098840461109e-36","3.7e-24","0.00320464243518639","1","656","0.00159571135527225","638","1","656","1","656","0.000149347849533557","638","3.372546878877e-05","lowest value -19.417 is an outlier"
