"row","initialIndex","finalIndex","shapiro","ad","trend","snht","snhtK","pettitt","pettittK","buishandU","buishandUK","buishandRange","buishandRangeK","lanzante","lanzanteK","grubbs","grubbsK"
"1","162000","162144","3.45307823043528e-06","1.47834051714329e-07","5.38640195865352e-07","0","33","3.76711832692612e-16","56","0","55","0","55","2.18585724106683e-18","56","1","highest value 1019.7 is an outlier"
"2","164664","164808","2.9848079065912e-25","3.7e-24","0.000307055933248321","0","144","3.91007097344945e-09","75","0.478666666666667","48","0.741","48","2.24667807649411e-10","75","1.83145260068684e-08","lowest value -99.9 is an outlier"
"3","164896","165040","3.28021062068131e-25","3.7e-24","0.0215542239130668","0.00133333333333333","129","1.5192284125173e-07","84","0.0546666666666667","129","0.123","129","6.53814786585795e-09","84","1.83486059679439e-08","lowest value -99.9 is an outlier"
"4","169200","169344","3.48503525937416e-05","2.32848290220185e-06","2.39820809973458e-05","0","39","4.01092347662899e-14","41","0","40","0","40","1.09095201678585e-18","41","0.757405355635313","lowest value 1012.7 is an outlier"
"5","169306","169450","1.08859292102574e-21","3.7e-24","1.28916205942391e-05","0.264","37","7.06126804508853e-13","38","0.0916666666666667","39","0.186333333333333","39","7.16542983879592e-18","38","2.30043761817456e-11","lowest value 950.5 is an outlier"
"6","169330","169474","5.0395371023262e-21","3.7e-24","0.174806357327883","0.021","133","0.00650141609316672","102","0.0776666666666667","68","0.237","68","0.00021019241080014","102","7.07349956385883e-09","lowest value 950.5 is an outlier"
